mouseEntryTime,mouseName,mouseRFID,tunnelID,taskType,phaseID,pGo,Stim. freq (Hz),Stim. amp,ITI,stimulusType,stimulusSide,stimulusTime,stimDuration(sec),timeout(sec),trialType,responseWindow(sec),mouseResponse,responseTimes,isLickBeforeStimulus,autoReward,punishment,preLicks,rand_delay_after_cue,ITI_blocks,cueStartTime,is_water,start_delay_min,start_delay_max,out_resp_prelick
2023-06-04 12:32:59.554014,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871180.9932308, 1685871181.0437746, 1685871181.0942857, 1685871181.145046, 1685871181.225722, 1685871181.276548, 1685871181.3272104, 1685871181.398678, 1685871181.4495647, 1685871181.5042415, 1685871181.5553184]",0.75,15,1685871180.799275,0,0.75,0.75,0.0
2023-06-04 12:33:05.784150,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871188.0793693, 1685871188.431501, 1685871188.732726, 1685871189.2342541, 1685871189.3349984, 1685871189.5360985, 1685871189.6368122, 1685871189.8378136, 1685871189.9385076, 1685871190.0393035, 1685871190.440882]",True,,,"[1685871187.0317898, 1685871187.082681, 1685871187.1334891, 1685871187.1841, 1685871187.4182653, 1685871187.502934, 1685871187.5537252, 1685871187.604494, 1685871187.6550863]",0.75,15,1685871187.028517,1,0.75,0.75,0.0
2023-06-04 12:33:15.064700,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871197.2490187, 1685871197.6000402, 1685871198.1022584, 1685871198.503501, 1685871198.9050775, 1685871199.1059775, 1685871199.2066305, 1685871199.3074296, 1685871199.4080944, 1685871199.6091473, 1685871200.010816]",True,,,"[1685871196.4380226, 1685871196.4886208, 1685871196.6290493, 1685871196.8481092, 1685871197.002611, 1685871197.0531504]",0.75,15,1685871196.3986964,1,0.75,0.75,0.0
2023-06-04 12:33:26.923399,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871208.2390072, 1685871208.3416955, 1685871208.3922396, 1685871208.4426482, 1685871208.4933803, 1685871208.6294138, 1685871208.7059486, 1685871208.7564483, 1685871208.8556664, 1685871208.9061136, 1685871208.956645]",0.75,15,1685871208.1574216,0,0.75,0.75,0.0
2023-06-04 12:33:33.224426,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871215.683954, 1685871216.1361477, 1685871216.2368515, 1685871216.437865, 1685871216.638851, 1685871216.7396593, 1685871216.8404763, 1685871216.9413674, 1685871217.1424325, 1685871217.2432265, 1685871217.5446153, 1685871217.7466178, 1685871217.8477397, 1685871217.9486308, 1685871218.1500497, 1685871218.2513137]",True,,,"[1685871214.4993594, 1685871214.5499833, 1685871214.600598, 1685871214.6513, 1685871214.8813963, 1685871214.9319541, 1685871214.9826062, 1685871215.0332723, 1685871215.083735, 1685871215.2318184]",0.75,15,1685871214.4991958,1,0.75,0.75,0.0
2023-06-04 12:33:42.622845,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871225.0258367, 1685871225.377109, 1685871225.5781488, 1685871225.6789389, 1685871227.5853708]",True,,,"[1685871223.9048762, 1685871224.2490065, 1685871224.2996347]",0.75,15,1685871223.8750381,1,0.75,0.75,0.0
2023-06-04 12:33:53.005889,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871234.2353733, 1685871234.2862267, 1685871234.442241, 1685871234.4927907, 1685871234.757407, 1685871234.8472004, 1685871234.8976867, 1685871234.9481916, 1685871234.9989378]",0.75,15,1685871234.235163,0,0.75,0.75,0.0
2023-06-04 12:33:59.235114,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871240.4818761, 1685871240.5324554, 1685871240.5829291, 1685871240.727392, 1685871240.783117, 1685871240.8334665, 1685871240.9622672, 1685871241.1348348, 1685871241.206473, 1685871241.2571006]",0.75,15,1685871240.4816854,0,0.75,0.75,0.0
2023-06-04 12:34:05.502914,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871247.7030303, 1685871248.4553487, 1685871248.5561132, 1685871248.6569984, 1685871248.8580995, 1685871248.9590535, 1685871249.2604656, 1685871249.3613164, 1685871249.6626658, 1685871249.8639772, 1685871249.9650285, 1685871250.0657694]",True,,,"[1685871246.7525287, 1685871246.8400254, 1685871246.9435036, 1685871246.9940805, 1685871247.0445297, 1685871247.095192, 1685871247.145704, 1685871247.235588, 1685871247.2860956, 1685871247.411054]",0.75,15,1685871246.7523587,1,0.75,0.75,0.0
2023-06-04 12:34:14.835620,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871257.2203376, 1685871257.5716379, 1685871257.6722624, 1685871257.7728724, 1685871258.1743422, 1685871258.2754042, 1685871258.9773805, 1685871259.7800224]",True,,,"[1685871256.0694735, 1685871256.2087858, 1685871256.3204515, 1685871256.440546, 1685871256.5816326, 1685871256.687424, 1685871256.7380168]",0.75,15,1685871256.0693276,1,0.75,0.75,0.0
2023-06-04 12:34:24.146624,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871266.8332562, 1685871267.1848323, 1685871267.2899284, 1685871267.3911865, 1685871267.491824, 1685871267.5924797, 1685871267.7933958, 1685871267.8941422, 1685871268.4958925, 1685871268.5966654, 1685871268.6973498]",True,,,"[1685871265.3814764, 1685871265.432373, 1685871265.483332, 1685871265.7125838, 1685871265.7632031, 1685871265.8785596, 1685871265.96816, 1685871266.0187607]",0.75,15,1685871265.3813055,1,0.75,0.75,0.0
2023-06-04 12:34:37.262024,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871279.6489522, 1685871280.4021163, 1685871280.5030296, 1685871280.704413, 1685871280.8054824, 1685871281.1066911, 1685871281.4087179, 1685871281.810141, 1685871281.9109654, 1685871282.1119406]",True,,,"[1685871278.498142, 1685871278.6875932, 1685871278.7381701, 1685871278.788593, 1685871278.9168181, 1685871278.9673052]",0.75,15,1685871278.4979706,1,0.75,0.75,0.0
2023-06-04 12:34:54.514889,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871296.7001843, 1685871297.0516386, 1685871297.1527998, 1685871297.2536082, 1685871297.354387, 1685871297.4550743, 1685871297.5558102, 1685871297.656508, 1685871297.7572637, 1685871297.8580015, 1685871298.0590396, 1685871298.1597624, 1685871298.3608725, 1685871298.76232, 1685871298.8630373, 1685871299.1644163]",True,,,"[1685871295.879526, 1685871295.9651945, 1685871296.0156791, 1685871296.0660956, 1685871296.116641, 1685871296.1670756, 1685871296.3927395, 1685871296.4432933]",0.75,15,1685871295.7495565,1,0.75,0.75,0.0
2023-06-04 12:35:03.841714,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871305.1109347, 1685871305.1614468, 1685871305.3593795, 1685871305.4099019, 1685871305.49523, 1685871305.5456998, 1685871305.596112, 1685871305.6466134, 1685871305.7510214, 1685871305.8014877, 1685871305.851986]",0.75,15,1685871305.073942,0,0.75,0.75,0.0
2023-06-04 12:35:10.088743,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871312.4786582, 1685871312.8298297, 1685871312.930523, 1685871313.1313932, 1685871313.4324205, 1685871313.5331013, 1685871313.733996]",True,,,"[1685871311.327837, 1685871311.378752, 1685871311.429673, 1685871311.620306, 1685871311.8618925, 1685871311.9644961, 1685871312.0149767]",0.75,15,1685871311.3276675,1,0.75,0.75,0.0
2023-06-04 12:35:19.412342,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871321.5141857, 1685871321.8655424, 1685871321.966257, 1685871322.1672115, 1685871322.267944, 1685871322.5716937, 1685871322.6724005, 1685871323.4745069, 1685871323.5752456, 1685871323.7761936, 1685871324.1776345, 1685871324.2783346]",True,,,"[1685871320.6973846, 1685871320.7481003, 1685871320.8684332, 1685871320.9235268, 1685871320.9740818, 1685871321.0676441, 1685871321.11822, 1685871321.2715163, 1685871321.3220391]",0.75,15,1685871320.6635525,1,0.75,0.75,0.0
2023-06-04 12:35:28.747682,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871330.9332862, 1685871331.285643, 1685871331.3864145, 1685871331.5875576, 1685871331.6883516, 1685871331.989685, 1685871332.0905182, 1685871332.1914263, 1685871332.3924134, 1685871332.493161, 1685871332.5938752, 1685871333.4964797, 1685871333.6976285]",True,,,"[1685871330.0553448, 1685871330.1058564, 1685871330.199902, 1685871330.2504177, 1685871330.339929, 1685871330.3904452, 1685871330.5187929, 1685871330.56925, 1685871330.619565, 1685871330.6700628]",0.75,15,1685871329.9826026,1,0.75,0.75,0.0
2023-06-04 12:35:39.812622,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871341.1929433, 1685871341.2744057, 1685871341.324985, 1685871341.4491968, 1685871341.4996626, 1685871341.5499692, 1685871341.600479, 1685871341.7959633, 1685871341.8465397]",0.75,15,1685871341.0481102,0,0.75,0.75,0.0
2023-06-04 12:35:46.421860,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871348.514672, 1685871348.8670576, 1685871348.967865, 1685871349.0686028, 1685871349.169268, 1685871349.2700076, 1685871349.3707895, 1685871349.6719844, 1685871349.9731493, 1685871350.2743678, 1685871350.575513, 1685871350.8766801, 1685871350.977442, 1685871351.1783803, 1685871351.2791348, 1685871351.3798814]",True,,,"[1685871347.724408, 1685871347.7750077, 1685871347.851193, 1685871347.9017107, 1685871348.0424867, 1685871348.0931053, 1685871348.1437097, 1685871348.3585312]",0.75,15,1685871347.664264,1,0.75,0.75,0.0
2023-06-04 12:35:56.696869,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871358.7773888, 1685871359.1289392, 1685871359.2298136, 1685871359.3306277, 1685871359.4316254, 1685871359.5324824, 1685871359.7335227, 1685871359.834813, 1685871359.9356046, 1685871360.1365945, 1685871360.5380056, 1685871360.8392477, 1685871361.1405258, 1685871361.3415334, 1685871361.4423878]",True,,,"[1685871357.9520485, 1685871358.002632, 1685871358.1918566, 1685871358.2423553, 1685871358.2928054, 1685871358.3527315, 1685871358.4032516, 1685871358.5227985]",0.75,15,1685871357.9262998,1,0.75,0.75,0.0
2023-06-04 12:36:07.585282,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871369.8883255, 1685871370.239527, 1685871370.340087, 1685871370.4408717, 1685871370.5416102, 1685871370.6423497, 1685871370.7430973, 1685871371.0444057, 1685871371.1452014, 1685871371.2460206, 1685871371.447082, 1685871371.547939, 1685871371.7490213, 1685871372.3509676, 1685871372.4516764, 1685871372.5523612]",True,,,"[1685871368.8378432, 1685871369.037932, 1685871369.0886145, 1685871369.339002, 1685871369.4234416, 1685871369.4747267]",0.75,15,1685871368.8376687,1,0.75,0.75,0.0
2023-06-04 12:36:16.924365,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871379.2272563, 1685871379.5797274, 1685871379.6805105, 1685871379.7813091, 1685871379.8819795, 1685871379.9826477, 1685871380.083325, 1685871380.184073, 1685871380.384968, 1685871380.5858297, 1685871380.6865962, 1685871380.787341, 1685871380.9883838, 1685871381.2896109, 1685871381.5908992, 1685871381.6916313]",True,,,"[1685871378.1765804, 1685871378.2273026, 1685871378.2779088, 1685871378.328694, 1685871378.3841155, 1685871378.4348378, 1685871378.5016978, 1685871378.5522327, 1685871378.6540327, 1685871378.7045786, 1685871378.755072, 1685871378.8056152]",0.75,15,1685871378.1764126,1,0.75,0.75,0.0
2023-06-04 12:36:26.622674,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871388.9047089, 1685871389.2562525, 1685871389.3569694, 1685871389.4576795, 1685871389.8589783, 1685871389.9597108, 1685871390.260879, 1685871390.962767, 1685871391.0635498, 1685871391.1642404, 1685871391.5656419]",True,,,"[1685871387.8539398, 1685871387.952746, 1685871388.0033164, 1685871388.1475632, 1685871388.2418606, 1685871388.3652496, 1685871388.4158823, 1685871388.5430408]",0.75,15,1685871387.853763,1,0.75,0.75,0.0
2023-06-04 12:36:36.993675,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871399.1883311, 1685871399.540786, 1685871399.7417161, 1685871399.842411, 1685871399.9431005, 1685871400.0438423, 1685871400.1445613, 1685871400.3455112, 1685871400.4463236, 1685871400.6473408, 1685871400.9485579, 1685871401.2497692, 1685871401.4507718, 1685871401.8520892, 1685871401.9528277]",True,,,"[1685871398.2245834, 1685871398.2857335, 1685871398.337214, 1685871398.3876064, 1685871398.4863384, 1685871398.5372162, 1685871398.5892112, 1685871398.6398208, 1685871398.7636158, 1685871398.835887, 1685871398.8864756, 1685871398.9370475]",0.75,15,1685871398.2244136,1,0.75,0.75,0.0
2023-06-04 12:36:50.313416,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871412.394377, 1685871412.7466733, 1685871412.847502, 1685871412.9482503, 1685871413.0489755, 1685871413.149669, 1685871413.250379, 1685871413.3511636, 1685871413.5519965, 1685871413.6527376, 1685871413.8536294, 1685871413.9543, 1685871414.1551647, 1685871414.255852, 1685871414.6572194, 1685871414.7579746, 1685871415.059157, 1685871415.159898]",True,,,"[1685871411.736967, 1685871411.8780673, 1685871411.9811392, 1685871412.0315819, 1685871412.086781, 1685871412.1373181, 1685871412.2261028]",0.75,15,1685871411.544078,1,0.75,0.75,0.0
2023-06-04 12:37:07.250717,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871428.5249324, 1685871428.576158, 1685871428.626531, 1685871428.6769493, 1685871428.7272928, 1685871429.019517, 1685871429.0700562, 1685871429.120529, 1685871429.1709828, 1685871429.221351, 1685871429.2719378]",0.75,15,1685871428.48086,0,0.75,0.75,0.0
2023-06-04 12:37:13.561290,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871435.649586, 1685871436.1011415, 1685871436.201775, 1685871436.4026437, 1685871436.5033436, 1685871436.9046373, 1685871437.0053506, 1685871437.306573, 1685871437.6077538, 1685871437.808709, 1685871437.9094367, 1685871438.0101612, 1685871438.3114104]",True,,,"[1685871434.7993493, 1685871434.8499823, 1685871434.9004695, 1685871434.9510174, 1685871435.116551, 1685871435.1671042, 1685871435.2175918, 1685871435.2681756, 1685871435.3186946, 1685871435.4065063, 1685871435.457072]",0.75,15,1685871434.7991786,1,0.75,0.75,0.0
2023-06-04 12:37:22.892154,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871444.9794722, 1685871445.330972, 1685871445.431637, 1685871445.5323424, 1685871445.7332706, 1685871445.8340025, 1685871446.2352953, 1685871446.3414001, 1685871446.542395, 1685871447.244484, 1685871447.545814]",True,,,"[1685871444.1292496, 1685871444.1798148, 1685871444.244475, 1685871444.2950723, 1685871444.3994207, 1685871444.4554722, 1685871444.5058253, 1685871444.6184945, 1685871444.720402, 1685871444.7709672]",0.75,15,1685871444.1290774,1,0.75,0.75,0.0
2023-06-04 12:37:47.886080,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871469.1498368, 1685871469.2004664, 1685871469.3559682, 1685871469.4065027, 1685871469.505385, 1685871469.555943, 1685871469.6167536, 1685871469.6672523, 1685871469.864319, 1685871469.9149418]",0.75,15,1685871469.119617,0,0.75,0.75,0.0
2023-06-04 12:37:54.883866,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871476.9716163, 1685871477.3225892, 1685871477.4230444, 1685871477.523482, 1685871477.6239424, 1685871477.7245696, 1685871478.0256958, 1685871478.1264732, 1685871478.3274732, 1685871478.4282327, 1685871479.030139, 1685871479.3319242, 1685871479.7335093]",True,,,"[1685871476.1216586, 1685871476.1721983, 1685871476.2700946, 1685871476.3206196, 1685871476.3709974, 1685871476.5474467, 1685871476.7831516]",0.75,15,1685871476.1212826,1,0.75,0.75,0.0
2023-06-04 12:38:04.207013,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871486.69689, 1685871487.2517862, 1685871487.3525212, 1685871488.0546732, 1685871488.8570313]",True,,,"[1685871485.5511434, 1685871485.6017482, 1685871485.7953758, 1685871486.0437963, 1685871486.0952418]",0.75,15,1685871485.4459963,1,0.75,0.75,0.0
2023-06-04 12:38:15.074179,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871497.3626025, 1685871497.81389, 1685871497.9148269, 1685871498.41662, 1685871498.5176172, 1685871498.618434, 1685871498.7192788, 1685871498.9205213, 1685871499.121734, 1685871499.5234845, 1685871499.9248447, 1685871500.0255795]",True,,,"[1685871496.3119915, 1685871496.4039965, 1685871496.6270201, 1685871496.6776056]",0.75,15,1685871496.311824,1,0.75,0.75,0.0
2023-06-04 12:38:24.699890,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871508.1828432, 1685871508.5340385]",True,,,"[1685871505.9298887, 1685871506.024266, 1685871506.0748172]",0.75,15,1685871505.9297214,1,0.75,0.75,0.0
2023-06-04 12:38:34.368694,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871516.759546, 1685871518.0126913, 1685871518.1136672, 1685871518.2145476, 1685871518.415762, 1685871518.6217484, 1685871519.3237398]",True,,,"[1685871515.740043, 1685871515.868791, 1685871515.9720721, 1685871516.0226145]",0.75,15,1685871515.6087914,1,0.75,0.75,0.0
2023-06-04 12:38:43.683695,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871524.917281, 1685871525.0064929, 1685871525.057031, 1685871525.1700284, 1685871525.2863395, 1685871525.3368728, 1685871525.397939, 1685871525.448478, 1685871525.6474056, 1685871525.6981263]",0.75,15,1685871524.9171166,0,0.75,0.75,0.0
2023-06-04 12:38:49.937726,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871531.208429, 1685871531.2590032, 1685871531.3236828, 1685871531.3742425, 1685871531.507736, 1685871531.55829, 1685871531.6804254, 1685871531.7884474, 1685871531.839016, 1685871531.8894277, 1685871531.9401228]",0.75,15,1685871531.1807783,0,0.75,0.75,0.0
2023-06-04 12:38:56.202270,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871537.481719, 1685871537.5323076, 1685871537.582774, 1685871537.633286, 1685871537.8124905, 1685871537.8959546, 1685871537.9466243, 1685871537.9971662, 1685871538.0477264, 1685871538.1532242, 1685871538.2037127]",0.75,15,1685871537.4519145,0,0.75,0.75,0.0
2023-06-04 12:39:02.605378,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871543.9645088, 1685871544.015064, 1685871544.1526237, 1685871544.2849817, 1685871544.356714, 1685871544.4072127, 1685871544.5457067, 1685871544.5963533]",0.75,15,1685871543.8444211,0,0.75,0.75,0.0
2023-06-04 12:39:08.827843,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871550.936794, 1685871551.28835, 1685871551.389135, 1685871551.489735, 1685871551.5904295, 1685871551.6913362]",True,,,"[1685871550.2291334, 1685871550.3486454, 1685871550.3990386, 1685871550.449639, 1685871550.5001497, 1685871550.6407113, 1685871550.7858465]",0.75,15,1685871550.0694757,1,0.75,0.75,0.0
2023-06-04 12:39:24.307102,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871565.6830475, 1685871565.7852027, 1685871565.8357205, 1685871565.9503005, 1685871566.0009096, 1685871566.2355225, 1685871566.2860677, 1685871566.336559]",0.75,15,1685871565.5410647,0,0.75,0.75,0.0
2023-06-04 12:39:30.572107,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871572.86478, 1685871573.21651, 1685871573.5178714, 1685871573.7190118, 1685871573.8199992, 1685871573.9208064, 1685871574.2219403, 1685871574.3225605, 1685871574.7242358, 1685871574.8253107, 1685871574.926187, 1685871575.428046, 1685871575.5290384]",True,,,"[1685871571.8779912, 1685871571.928582, 1685871571.9790502, 1685871572.029551, 1685871572.0799828, 1685871572.1305408, 1685871572.1810308, 1685871572.2315004, 1685871572.4062302, 1685871572.456757]",0.75,15,1685871571.8138888,1,0.75,0.75,0.0
2023-06-04 12:39:39.894248,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871582.1215312, 1685871582.7735364, 1685871583.2750401, 1685871583.6768556, 1685871584.6799307]",True,,,"[1685871581.243148, 1685871581.293732, 1685871581.4999945, 1685871581.5505433, 1685871581.6701183, 1685871581.7206728, 1685871581.8196337, 1685871581.8701508]",0.75,15,1685871581.1293023,1,0.75,0.75,0.0
2023-06-04 12:39:49.225809,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871591.4090407, 1685871591.9616175, 1685871592.5632002, 1685871593.064998]",True,,,"[1685871590.4849856, 1685871590.7469754, 1685871590.8284235, 1685871590.8789234, 1685871590.9847367, 1685871591.0949385, 1685871591.1454904]",0.75,15,1685871590.458556,1,0.75,0.75,0.0
2023-06-04 12:39:58.527441,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871600.6192703, 1685871601.0704422, 1685871601.7722259, 1685871601.9731424, 1685871602.374788, 1685871602.676336, 1685871602.9779701, 1685871603.0789447, 1685871603.179729]",True,,,"[1685871599.7969966, 1685871599.9249606, 1685871600.1648088, 1685871600.2153692]",0.75,15,1685871599.7689505,1,0.75,0.75,0.0
2023-06-04 12:40:07.849660,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871610.0539885, 1685871610.7057636, 1685871610.8064601, 1685871611.1077137, 1685871611.6093662, 1685871611.7102642, 1685871611.8110714, 1685871612.1121154, 1685871612.3130078]",True,,,"[1685871609.0912716, 1685871609.1418703, 1685871609.2446375, 1685871609.4871635, 1685871609.5380156, 1685871609.751521, 1685871609.802509]",0.75,15,1685871609.0909176,1,0.75,0.75,0.0
2023-06-04 12:40:23.526336,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871624.7706573, 1685871624.82128, 1685871624.871876, 1685871624.9225278, 1685871624.9731925, 1685871625.023829, 1685871625.0743995, 1685871625.1956775, 1685871625.3487892, 1685871625.3992858, 1685871625.4498057, 1685871625.500371, 1685871625.551037]",0.75,15,1685871624.77049,0,0.75,0.75,0.0
2023-06-04 12:40:32.167037,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871634.2514222, 1685871634.6023285, 1685871635.1037002, 1685871635.2111936, 1685871635.9132595, 1685871636.1141803, 1685871636.8161926, 1685871637.0171208, 1685871637.1178534]",True,,,"[1685871633.6000915, 1685871633.6508894]",0.75,15,1685871633.4011068,1,0.75,0.75,0.0
2023-06-04 12:40:41.475185,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871643.5747738, 1685871645.0300524, 1685871646.0328193]",True,,,"[1685871642.7497063, 1685871642.8003163, 1685871642.9157453, 1685871643.0568736, 1685871643.1166205, 1685871643.179698, 1685871643.2825608, 1685871643.4238198]",0.75,15,1685871642.7098234,1,0.75,0.75,0.0
2023-06-04 12:40:59.687681,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871661.143558, 1685871661.1941993, 1685871661.2446506, 1685871661.532545, 1685871661.5831127, 1685871661.6335135, 1685871661.684163, 1685871661.7348254]",0.75,15,1685871660.9431682,0,0.75,0.75,0.0
2023-06-04 12:41:05.982435,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871669.1917381, 1685871669.945001, 1685871670.0458734, 1685871670.5477633, 1685871670.6484904, 1685871670.749207]",True,,,"[1685871667.2973096, 1685871667.3479903, 1685871667.398498, 1685871667.449076, 1685871667.4996521, 1685871667.6496081]",0.75,15,1685871667.2391632,1,0.75,0.75,0.0
2023-06-04 12:41:15.327066,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871676.5617504, 1685871676.6655216, 1685871676.742115, 1685871676.7926075, 1685871677.0541403, 1685871677.2928295, 1685871677.3434572]",0.75,15,1685871676.5615795,0,0.75,0.75,0.0
2023-06-04 12:41:22.823941,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871685.2212644, 1685871685.5724826, 1685871685.6732047, 1685871685.7739358, 1685871685.8746812, 1685871685.9754534, 1685871686.3769543]",True,,,"[1685871684.1037505, 1685871684.154281, 1685871684.38216, 1685871684.432574, 1685871684.482997, 1685871684.5337934, 1685871684.7689323]",0.75,15,1685871684.0611627,1,0.75,0.75,0.0
2023-06-04 12:41:32.156568,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871693.5050247, 1685871693.5556488, 1685871693.6061013, 1685871693.6566622, 1685871693.7072155, 1685871693.7577226, 1685871693.8190117, 1685871693.86955, 1685871693.9334478, 1685871693.9839869, 1685871694.1205974, 1685871694.1712878]",0.75,15,1685871693.3983068,0,0.75,0.75,0.0
2023-06-04 12:41:38.442980,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871700.55289, 1685871700.904201, 1685871701.004906, 1685871701.2057974, 1685871701.5069156, 1685871701.707833, 1685871701.8085423, 1685871702.1097593, 1685871702.2106223, 1685871702.3112645, 1685871702.411857, 1685871702.7131777, 1685871702.8141832, 1685871703.0152814, 1685871703.1162307, 1685871703.216995]",True,,,"[1685871699.7023535, 1685871699.8273075, 1685871699.877885, 1685871699.928328, 1685871700.20319, 1685871700.253804, 1685871700.4018967]",0.75,15,1685871699.7021856,1,0.75,0.75,0.0
2023-06-04 12:41:47.773005,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685871709.0152485, 1685871709.0657988, 1685871709.1800022, 1685871709.230726, 1685871709.2811139, 1685871709.331582, 1685871709.4160297, 1685871709.4665856, 1685871709.5734174, 1685871709.6239634, 1685871709.7007916, 1685871709.751217, 1685871709.801824]",0.75,15,1685871709.0150778,0,0.75,0.75,0.0
2023-06-04 12:41:59.284008,R15,080500028788,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685871722.0718021, 1685871722.42393, 1685871722.6249154, 1685871722.9261887, 1685871723.1271815, 1685871723.5287466]",True,,,"[1685871720.5448418, 1685871720.5957906, 1685871720.8279462, 1685871721.0469637, 1685871721.0978005, 1685871721.166458, 1685871721.217276]",0.75,15,1685871720.520341,1,0.75,0.75,0.0
