mouseEntryTime,mouseName,mouseRFID,tunnelID,taskType,phaseID,pGo,Stim. freq (Hz),Stim. amp,ITI,stimulusType,stimulusSide,stimulusTime,stimDuration(sec),timeout(sec),trialType,responseWindow(sec),mouseResponse,responseTimes,isLickBeforeStimulus,autoReward,punishment,preLicks,rand_delay_after_cue,ITI_blocks,cueStartTime,is_water,start_delay_min,start_delay_max,out_resp_prelick
2023-06-04 10:13:47.700039,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862830.0557895, 1685862830.5072951, 1685862830.6079462, 1685862830.7085366, 1685862830.8093069, 1685862831.1104853, 1685862831.211429, 1685862831.3121443, 1685862831.5132663, 1685862831.7143378, 1685862831.9153976, 1685862832.0161715, 1685862832.1169288, 1685862832.2176793, 1685862832.31845, 1685862832.419662, 1685862832.5203276, 1685862832.6210608]",True,,,"[1685862828.8947988, 1685862828.9453528, 1685862828.9958608, 1685862829.0463288, 1685862829.3381908, 1685862829.4015417, 1685862829.50327, 1685862829.5536778, 1685862829.6041195]",0.75,15,1685862828.8845472,1,0.75,0.75,0.0
2023-06-04 10:13:56.990572,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862839.0404122, 1685862839.6922657, 1685862839.7930088, 1685862839.8938444, 1685862839.9946308, 1685862840.0956833, 1685862840.196985, 1685862840.2977474, 1685862840.398722, 1685862840.599698, 1685862840.7004058, 1685862840.8012042, 1685862840.9018648, 1685862841.0025837, 1685862841.1032994, 1685862841.2040567, 1685862841.4051282, 1685862841.506015, 1685862841.7070632, 1685862841.8077893, 1685862841.9084666]",True,,,"[1685862838.2625988, 1685862838.3132188, 1685862838.4315891, 1685862838.4820974, 1685862838.532627, 1685862838.5833616, 1685862838.633765, 1685862838.6977928, 1685862838.8141503, 1685862838.8735723]",0.75,15,1685862838.190083,1,0.75,0.75,0.0
2023-06-04 10:14:17.460120,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862859.7889748, 1685862860.1403837, 1685862860.241058, 1685862860.3416803, 1685862860.4423547, 1685862860.5430202, 1685862860.6437013, 1685862860.7443874, 1685862860.845073, 1685862860.9457865, 1685862861.1467166, 1685862861.2474322, 1685862861.3482075, 1685862861.4488914, 1685862861.549556, 1685862861.6502762, 1685862861.851366, 1685862861.9520245, 1685862862.0526917, 1685862862.1533647, 1685862862.2540636]",True,,,"[1685862858.6384175, 1685862858.6891496, 1685862858.985178, 1685862859.0366018]",0.75,15,1685862858.638248,1,0.75,0.75,0.0
2023-06-04 10:14:27.179813,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862868.4972792, 1685862868.5479445, 1685862868.5984335, 1685862868.7045088, 1685862868.7560704, 1685862868.9610052, 1685862869.011404, 1685862869.0618079, 1685862869.112326, 1685862869.1628616]",0.75,15,1685862868.365276,0,0.75,0.75,0.0
2023-06-04 10:14:34.724915,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862875.9255524, 1685862875.9760978, 1685862876.0265703, 1685862876.077091, 1685862876.127578, 1685862876.2493138, 1685862876.299818, 1685862876.3502493, 1685862876.4008238, 1685862876.4512403, 1685862876.5017216, 1685862876.5521863, 1685862876.668759, 1685862876.7193534]",0.75,15,1685862875.9210658,0,0.75,0.75,0.0
2023-06-04 10:14:50.492847,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862891.7733216, 1685862891.823874, 1685862891.874236, 1685862891.924728, 1685862891.975144, 1685862892.0256546, 1685862892.1823535, 1685862892.3954802, 1685862892.4461913]",0.75,15,1685862891.6739376,0,0.75,0.75,0.0
2023-06-04 10:15:00.485685,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862901.6872683, 1685862901.7384443, 1685862901.7889223, 1685862901.8394158, 1685862901.889885, 1685862901.9404209, 1685862902.002123, 1685862902.1137364, 1685862902.2526548, 1685862902.3031888, 1685862902.3879504, 1685862902.4387276]",0.75,15,1685862901.6679814,0,0.75,0.75,0.0
2023-06-04 10:15:11.241209,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862912.6168659, 1685862912.667503, 1685862912.7180717, 1685862912.8031836, 1685862912.8757656, 1685862912.926346, 1685862912.9787138, 1685862913.0951672, 1685862913.145687, 1685862913.1962628]",0.75,15,1685862912.4207888,0,0.75,0.75,0.0
2023-06-04 10:15:35.210015,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862937.2405221, 1685862937.591726, 1685862937.6923313, 1685862937.7929342, 1685862937.8935604, 1685862937.9941897, 1685862938.094867, 1685862938.1955976, 1685862938.2962356, 1685862938.3968835, 1685862938.4975076, 1685862938.598141, 1685862938.6987405, 1685862938.7995546, 1685862938.9002643, 1685862939.201423, 1685862939.3069203, 1685862939.6084812, 1685862939.7091806, 1685862939.8098547, 1685862940.0109603]",True,,,"[1685862936.4553537, 1685862936.5061126, 1685862936.694791, 1685862936.7548318, 1685862936.8066323, 1685862936.8569741, 1685862936.9074216, 1685862936.957808, 1685862937.0081673]",0.75,15,1685862936.3901756,1,0.75,0.75,0.0
2023-06-04 10:15:54.709869,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685862955.8923442, 1685862955.9430883, 1685862956.0491443, 1685862956.1293411, 1685862956.2014165, 1685862956.2522805, 1685862956.3032172, 1685862956.3991506, 1685862956.4497848, 1685862956.5002744, 1685862956.5511024, 1685862956.6019416, 1685862956.652636]",0.75,15,1685862955.8921764,0,0.75,0.75,0.0
2023-06-04 10:16:01.838820,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862964.071, 1685862964.5227008, 1685862964.6233237, 1685862964.724007, 1685862964.9249237, 1685862965.0257368, 1685862965.1265702, 1685862965.2272937, 1685862965.3279347, 1685862965.428752, 1685862965.5295112, 1685862965.6303167, 1685862965.7313213, 1685862965.8319037, 1685862965.9325235, 1685862966.0330875, 1685862966.1337087, 1685862966.334658, 1685862966.7362514]",True,,,"[1685862963.1223764, 1685862963.2546651, 1685862963.3052194, 1685862963.6595695, 1685862963.7100458]",0.75,15,1685862963.0203965,1,0.75,0.75,0.0
2023-06-04 10:16:34.449801,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685862996.5037534, 1685862996.855076, 1685862996.9557726, 1685862997.1566675, 1685862997.2573438, 1685862997.358021, 1685862997.4587476, 1685862997.6598127, 1685862997.760556, 1685862997.8613625, 1685862997.9620044, 1685862998.062714, 1685862998.1634264, 1685862998.2641706, 1685862998.364896, 1685862998.4656553, 1685862998.5664084, 1685862998.6671362, 1685862998.8682194, 1685862998.96894, 1685862999.2701845, 1685862999.370966]",True,,,"[1685862995.7179785, 1685862995.7780704, 1685862995.82889, 1685862995.8793423, 1685862995.9299748, 1685862996.0287354, 1685862996.3319993]",0.75,15,1685862995.6527166,1,0.75,0.75,0.0
2023-06-04 10:17:08.097225,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685863030.1374736, 1685863030.4886858, 1685863030.7894855, 1685863030.8902397, 1685863032.8955486, 1685863032.9967718]",True,,,"[1685863029.2872984, 1685863029.3378997, 1685863029.798091, 1685863029.8486814, 1685863029.9394374]",0.75,15,1685863029.2871335,1,0.75,0.75,0.0
2023-06-04 10:17:26.676784,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,Lick,"[1685863049.4173179, 1685863049.769432, 1685863049.9703321, 1685863050.0710604, 1685863050.372233, 1685863050.4729445, 1685863050.7742229, 1685863050.8749764, 1685863051.076042, 1685863051.3771696]",True,,,"[1685863048.0083816, 1685863048.11102, 1685863048.1614747]",0.75,15,1685863047.8658605,1,0.75,0.75,0.0
2023-06-04 10:17:54.671796,R14,210805011934,pinkPort,Reward,Reward,,,,4.0,,,,,,Reward,3,NoLick,[],True,,,"[1685863076.11442, 1685863076.315363, 1685863076.3658967, 1685863076.6018753, 1685863076.6529355]",0.75,15,1685863075.8609416,0,0.75,0.75,0.0
