 ,Mean1,Mean2,Mean3,Mean4
14647,244.743,75.387,150.712,94.466
14648,231.491,73.409,167.859,89.998
14649,229.070,73.020,179.712,96.378
14650,238.333,72.060,158.980,92.957
14651,239.972,68.503,176.415,98.357
14652,243.485,66.090,152.376,93.504
14653,238.405,68.037,178.527,95.401
14654,235.756,73.276,157.010,90.253
14655,243.532,61.182,164.039,94.025
14656,239.754,67.504,141.054,102.480
14657,234.824,66.242,166.995,104.448
14658,233.210,68.508,142.805,104.953
14659,250.343,71.298,178.293,108.711
14660,243.200,73.687,173.507,102.213
14661,232.553,62.497,172.385,93.753
14662,247.455,73.629,141.356,101.237
14663,229.335,77.261,140.127,106.794
14664,241.873,67.949,177.020,99.351
14665,241.426,71.954,151.634,99.376
14666,237.895,69.809,150.810,110.455
14667,231.829,63.681,165.561,97.993
14668,232.517,62.029,155.132,93.016
14669,238.593,65.334,138.683,104.068
14670,241.264,63.750,137.117,107.957
14671,266.393,66.157,141.844,106.772
14672,255.737,66.630,156.746,95.957
14673,210.908,63.952,144.049,91.608
14674,215.180,64.934,177.683,89.495
14675,244.406,68.184,136.810,99.387
14676,250.693,63.005,120.580,102.215
14677,257.382,65.629,126.693,101.269
14678,248.743,78.167,146.185,99.181
14679,241.956,72.928,126.922,96.654
14680,247.284,72.119,129.698,96.685
14681,252.620,58.773,146.990,111.303
14682,248.174,70.293,134.610,99.851
14683,244.063,68.646,144.741,108.407
14684,253.734,66.330,130.268,105.088
14685,254.887,58.658,126.112,120.480
14686,241.295,70.097,116.010,111.530
14687,241.295,65.046,124.659,115.731
14688,247.241,59.412,130.117,102.744
14689,239.029,60.078,125.551,106.615
14690,244.900,72.542,117.102,105.301
14691,250.137,67.489,123.288,102.882
14692,239.033,65.842,115.210,97.380
14693,228.656,74.637,111.180,103.769
14694,236.482,53.356,102.580,110.987
14695,237.583,60.615,101.566,103.177
14696,234.065,62.893,118.463,103.489
14697,233.255,63.203,98.737,100.903
14698,241.360,63.431,116.732,98.724
14699,230.749,58.550,120.688,107.428
14700,232.054,56.891,112.337,103.344
14701,240.154,55.574,113.454,106.335
14702,239.696,58.911,122.639,101.875
14703,237.503,52.589,114.620,105.301
14704,242.423,50.063,97.424,107.629
14705,243.892,54.537,111.176,97.771
14706,250.683,57.974,110.366,91.986
14707,236.517,48.416,113.756,92.629
14708,248.678,41.244,114.039,99.152
14709,251.723,50.284,104.732,94.489
14710,247.303,55.678,108.907,101.706
14711,244.227,59.152,142.927,102.959
14712,248.210,53.274,135.102,96.321
14713,241.862,54.044,125.610,105.127
14714,243.962,58.838,118.483,97.862
14715,237.016,60.853,149.966,90.797
14716,236.226,69.225,113.815,105.330
14717,242.486,60.216,139.293,96.772
14718,252.694,75.729,129.039,93.633
14719,250.524,68.123,120.629,112.113
14720,242.705,62.838,124.176,98.584
14721,239.463,66.182,144.502,82.052
14722,232.060,62.056,103.780,97.690
14723,235.511,66.405,125.434,110.962
14724,235.288,58.342,123.985,96.835
14725,234.447,65.348,128.244,108.530
14726,242.075,71.204,131.073,89.238
14727,253.073,61.721,128.327,105.446
14728,229.170,61.850,112.122,103.219
14729,235.492,59.797,102.010,105.167
14730,230.084,63.935,99.551,95.093
14731,235.637,62.213,116.883,102.703
14732,233.618,70.049,123.268,107.575
14733,227.395,61.932,131.146,103.677
14734,229.727,63.087,97.634,99.763
14735,239.596,53.027,116.278,95.410
14736,241.365,55.213,111.532,100.781
14737,239.274,66.865,135.102,106.339
14738,241.297,63.697,105.693,107.380
14739,233.648,62.199,123.580,95.047
14740,252.368,62.746,97.698,98.968
14741,241.760,54.482,130.254,113.554
14742,235.156,65.313,126.034,107.715
14743,246.642,57.995,123.488,95.140
14744,253.963,57.751,126.005,113.281
14745,234.802,64.164,104.605,104.941
14746,232.686,56.290,119.712,109.565
14747,240.967,59.053,134.434,110.814
14748,246.708,51.417,109.039,115.333
14749,232.616,64.070,112.678,100.593
14750,247.168,58.177,129.420,113.194
14751,245.389,66.315,128.454,115.606
14752,244.391,56.480,120.576,120.034
14753,243.903,58.118,116.722,102.254
14754,243.254,73.867,107.254,105.161
14755,244.970,74.158,131.424,102.102
14756,239.347,66.842,105.702,118.772
14757,237.673,77.358,101.980,117.063
14758,239.681,79.058,117.151,106.887
14759,246.293,77.581,138.317,104.554
14760,225.596,86.731,116.902,111.878
14761,230.002,81.012,101.673,116.948
14762,228.933,83.015,125.971,127.167
14763,238.692,77.780,100.600,110.907
14764,238.281,86.073,110.673,114.446
14765,240.488,81.043,131.024,123.075
14766,249.844,86.225,126.185,122.563
14767,244.022,81.811,117.556,109.326
14768,245.231,85.281,116.502,116.324
14769,247.345,75.468,105.034,115.919
14770,233.474,88.796,134.829,135.832
14771,234.648,83.988,122.385,115.525
14772,230.481,75.317,120.244,110.889
14773,241.120,81.997,131.380,128.315
14774,228.010,88.109,122.659,122.801
14775,243.334,73.881,126.717,114.970
14776,230.108,81.094,133.585,105.591
14777,227.986,72.600,106.424,106.276
14778,233.514,83.482,132.795,128.258
14779,235.884,69.080,114.429,114.360
14780,234.772,87.492,123.259,122.385
14781,231.319,85.237,121.634,119.427
14782,231.236,64.961,120.937,111.444
14783,232.196,77.589,147.795,123.618
14784,232.351,76.075,121.990,112.545
14785,228.955,75.821,106.659,114.360
14786,239.964,76.048,110.707,110.939
14787,241.459,91.279,133.712,113.918
14788,237.505,73.670,126.834,114.719
14789,238.888,79.170,110.059,120.317
14790,237.672,86.760,116.888,118.435
14791,238.856,73.496,118.722,128.120
14792,242.792,70.683,102.615,107.597
14793,237.132,70.954,106.985,110.073
14794,223.721,72.256,106.717,113.776
14795,226.741,72.693,112.576,103.941
14796,231.796,85.101,120.166,115.231
14797,238.583,70.104,112.717,114.203
14798,229.607,65.165,102.795,100.355
14799,238.800,68.324,94.649,111.242
14800,243.952,69.433,97.366,101.957
14801,257.383,80.419,121.376,110.323
14802,240.222,58.552,110.722,108.767
14803,237.492,76.457,118.502,111.552
14804,241.451,65.709,113.663,111.294
14805,233.178,57.508,94.000,119.762
14806,229.024,72.690,96.990,108.762
14807,236.711,63.269,87.346,102.446
14808,236.435,70.470,101.980,106.685
14809,241.940,57.239,93.483,104.007
14810,238.105,58.429,89.946,101.496
14811,240.957,67.417,90.849,111.059
14812,229.035,71.499,95.698,96.496
14813,243.439,63.325,118.263,112.848
14814,243.172,60.148,82.205,103.337
14815,235.085,67.344,78.322,111.237
14816,240.465,71.256,80.990,105.111
14817,229.358,72.221,71.820,101.034
14818,236.827,58.748,79.678,108.835
14819,249.938,61.356,91.883,108.591
14820,243.457,71.247,68.444,106.735
14821,243.632,68.840,69.639,107.475
14822,241.066,66.256,66.941,109.629
14823,232.533,70.460,84.439,121.233
14824,228.197,66.564,75.590,113.461
14825,231.667,59.586,60.522,101.244
14826,240.413,74.504,71.366,114.427
14827,235.682,59.504,65.907,111.557
14828,239.567,64.503,51.976,106.412
14829,249.167,65.487,72.883,105.167
14830,243.473,65.586,73.985,112.444
14831,245.779,60.860,78.888,96.930
14832,242.953,67.535,67.663,108.909
14833,236.828,63.484,58.424,101.858
14834,243.839,68.727,83.932,102.892
14835,241.359,68.928,72.941,109.828
14836,233.813,60.468,68.541,108.796
14837,230.465,58.010,71.937,101.797
14838,236.119,58.019,60.859,115.357
14839,201.531,57.704,82.722,109.384
14840,0.228,0.000,0.371,0.143
14841,0.477,0.525,0.229,0.848
14842,0.484,0.164,0.000,0.369
14843,0.301,0.773,1.234,0.000
14844,0.667,0.073,0.000,0.109
14845,0.371,0.107,0.000,0.220
14846,0.508,0.051,0.000,0.000
14847,0.212,0.344,0.000,0.380
14848,0.511,0.613,0.263,0.000
14849,0.319,1.104,0.176,0.507
14850,0.239,0.221,0.341,0.582
14851,0.298,0.124,0.000,0.425
14852,0.308,0.593,0.000,0.685
14853,0.574,0.336,0.000,0.629
14854,0.383,0.692,0.015,0.233
14855,0.236,0.072,0.346,0.317
14856,0.250,0.000,0.000,0.375
14857,0.233,0.545,0.000,0.328
14858,0.220,0.588,0.141,0.351
14859,0.258,1.366,0.000,0.380
14860,0.251,0.518,0.210,0.032
14861,0.336,0.000,0.376,1.106
14862,0.121,0.000,0.000,0.713
14863,0.231,0.543,0.000,0.993
14864,0.328,0.359,0.302,0.000
14865,0.371,0.237,0.000,0.192
14866,0.255,0.024,0.000,0.470
14867,0.497,0.269,0.190,0.543
14868,0.130,0.865,0.000,0.292
14869,0.180,0.310,0.000,0.056
14870,0.417,0.274,0.000,0.466
14871,0.385,0.707,0.000,0.011
14872,0.286,0.000,1.263,0.056
14873,0.277,0.194,0.629,0.000
14874,0.204,0.000,0.000,1.278
14875,0.311,0.772,0.561,0.403
14876,0.427,0.000,0.210,0.217
14877,0.291,0.206,0.000,0.262
14878,0.226,0.000,0.405,0.403
14879,0.517,0.376,0.600,0.056
14880,0.107,0.525,0.000,0.000
14881,0.313,0.313,0.000,0.030
14882,0.270,0.487,0.000,0.776
14883,0.173,0.436,0.102,0.778
14884,0.325,0.831,0.698,0.145
14885,0.314,0.433,0.405,0.235
14886,0.461,0.654,0.639,0.283
14887,0.282,0.015,0.000,0.532
14888,0.114,0.138,0.180,0.289
14889,0.345,0.009,0.000,1.084
14890,0.272,0.036,0.000,0.052
14891,0.322,0.431,0.000,0.561
14892,0.457,0.223,0.366,0.618
14893,0.696,0.160,0.502,0.964
14894,0.375,0.365,0.000,0.138
14895,0.380,0.000,0.000,0.000
14896,0.436,0.037,0.000,0.330
14897,0.427,0.051,0.000,0.398
14898,0.243,0.000,0.376,0.349
14899,0.353,0.516,0.185,0.903
14900,0.415,1.092,0.346,0.478
14901,0.181,1.535,1.107,0.000
14902,0.314,0.204,0.000,0.000
14903,0.532,0.000,0.000,0.249
14904,0.488,0.310,0.068,0.093
14905,0.345,0.123,0.000,0.704
14906,0.254,0.000,0.351,0.995
14907,0.487,0.085,0.780,0.068
14908,0.347,0.506,0.278,0.342
14909,0.140,0.097,0.000,0.606
14910,0.280,0.010,0.302,0.401
14911,0.170,0.147,0.000,0.321
14912,0.261,1.254,0.083,0.690
14913,0.284,0.044,0.444,0.584
14914,0.182,0.000,0.000,0.000
14915,0.470,0.850,0.000,0.923
14916,0.320,0.329,0.532,0.457
14917,0.438,0.279,0.439,0.233
14918,0.413,0.000,0.024,0.532
14919,0.341,0.325,0.073,0.722
14920,0.401,0.000,0.000,0.294
14921,0.418,0.284,0.000,0.018
14922,0.419,0.767,0.990,0.312
14923,0.208,0.349,0.073,0.000
14924,0.096,0.353,1.063,0.226
14925,0.322,0.193,0.044,0.427
14926,0.130,0.232,0.000,0.276
14927,0.396,0.000,0.834,0.249
14928,0.254,0.044,0.624,0.281
14929,0.532,0.387,1.293,0.000
14930,0.349,0.000,0.054,0.116
14931,0.192,0.118,0.161,0.446
14932,0.302,0.000,2.351,0.688
14933,0.477,0.412,1.156,0.197
14934,0.374,0.135,0.000,0.305
14935,0.276,0.048,0.220,0.000
14936,0.324,0.867,0.000,0.360
14937,0.412,1.083,0.220,0.410
14938,0.403,0.261,0.000,0.167
14939,0.565,0.182,0.000,0.136
14940,0.086,0.537,0.005,0.337
14941,0.443,0.433,0.000,0.000
14942,0.484,0.257,0.507,0.674
14943,0.326,0.457,0.976,0.242
14944,0.165,0.480,0.000,0.258
14945,0.223,0.472,0.000,0.054
14946,0.302,0.177,0.000,0.059
14947,0.368,0.000,0.000,0.138
14948,0.242,0.460,0.000,0.756
14949,0.384,0.647,0.000,0.385
14950,0.198,0.039,0.000,0.145
14951,0.245,0.000,0.000,0.204
14952,0.390,0.620,0.000,0.677
14953,0.494,0.000,0.546,0.159
14954,0.208,0.228,0.000,0.333
14955,0.164,0.000,0.000,0.910
14956,0.298,0.000,0.473,0.588
14957,0.254,0.155,0.000,0.315
14958,0.370,0.000,0.000,0.267
14959,0.195,0.588,0.190,0.000
14960,0.147,0.349,0.141,0.392
14961,0.259,1.239,0.161,0.000
14962,0.306,0.300,0.000,0.057
14963,0.461,0.099,0.171,0.145
14964,0.161,0.244,0.259,0.679
14965,0.431,0.065,0.000,0.000
14966,0.142,0.240,0.098,0.009
14967,0.382,0.295,0.000,0.170
14968,0.105,0.204,0.785,0.247
14969,0.273,0.101,0.000,0.419
14970,0.518,0.417,0.376,0.651
14971,0.390,0.692,0.859,0.072
14972,0.549,0.063,0.005,0.020
14973,0.388,0.000,0.000,0.000
14974,0.399,0.404,0.317,0.170
14975,0.125,0.574,0.449,0.290
14976,0.302,0.204,0.000,0.032
14977,0.230,0.555,0.000,0.043
14978,0.296,0.000,0.000,0.109
14979,0.209,0.792,0.049,0.000
14980,0.175,0.073,0.000,0.000
14981,0.213,0.053,0.000,0.496
14982,0.432,0.399,0.000,0.616
14983,0.098,0.424,1.605,1.233
14984,0.355,0.216,0.000,0.082
14985,0.578,0.194,0.000,0.409
14986,0.253,0.724,0.000,0.776
14987,0.204,0.000,1.024,0.000
14988,0.205,1.290,0.000,0.041
14989,0.459,0.284,0.000,0.763
14990,0.339,0.266,0.000,0.108
14991,0.407,0.060,0.707,0.009
14992,0.538,0.196,0.054,0.470
14993,0.404,0.000,0.000,0.073
14994,0.187,0.431,1.907,0.000
14995,0.572,0.506,0.366,0.030
14996,0.253,0.024,0.649,0.186
14997,0.671,0.000,0.000,0.398
14998,0.175,0.959,0.000,0.142
14999,0.068,0.039,0.000,0.939
15000,94.036,0.106,0.000,0.357
15001,264.712,96.175,46.898,112.219
15002,259.776,97.971,50.722,120.577
15003,267.183,96.097,42.527,119.932
15004,256.902,76.092,39.634,116.425
15005,254.789,80.842,45.454,114.590
15006,268.502,79.969,45.683,108.966
15007,249.143,83.780,56.044,104.317
15008,233.680,100.225,43.049,114.631
15009,233.002,81.472,43.980,109.394
15010,251.072,66.298,61.337,113.651
15011,260.594,78.474,51.200,118.389
15012,243.023,80.325,42.902,118.009
15013,239.825,91.961,53.073,106.530
15014,257.949,72.888,45.912,113.179
15015,262.557,86.128,42.639,101.195
15016,246.348,76.065,50.454,102.464
15017,238.487,79.894,43.420,106.020
15018,252.934,78.915,42.224,99.952
15019,247.626,76.055,45.215,108.188
15020,255.532,84.019,40.263,114.704
15021,245.039,83.353,40.668,105.220
15022,250.204,88.005,50.624,103.464
15023,234.686,79.514,38.449,104.849
15024,232.715,83.664,37.717,99.522
15025,239.936,73.300,32.473,93.534
15026,228.141,81.809,36.620,90.461
15027,243.315,70.240,47.049,91.896
15028,246.914,74.242,47.185,90.875
15029,241.534,83.124,28.961,102.115
15030,250.312,82.637,43.766,98.658
15031,244.289,93.775,39.800,102.588
15032,245.858,105.937,45.493,105.362
15033,250.620,89.014,36.015,96.052
15034,245.909,87.489,48.146,100.950
15035,249.176,103.647,51.663,96.154
15036,244.625,82.053,38.146,89.842
15037,224.600,74.584,44.629,96.514
15038,237.919,92.066,34.141,94.455
15039,252.018,91.182,35.722,97.382
15040,245.523,78.422,44.893,85.844
15041,247.187,90.412,28.937,99.050
15042,237.258,98.586,30.483,90.362
15043,240.035,87.624,35.293,91.964
15044,232.034,80.153,33.620,96.034
15045,236.719,80.564,31.683,92.217
15046,228.425,82.506,41.117,99.090
15047,232.259,76.090,29.941,85.746
15048,241.839,77.712,28.005,78.075
15049,233.849,80.859,31.146,88.321
15050,248.679,79.411,25.205,75.418
15051,232.458,82.269,35.268,85.077
15052,233.069,83.274,31.732,75.210
15053,235.450,76.917,32.205,80.720
15054,232.837,82.000,31.337,90.937
15055,234.788,74.221,35.663,79.916
15056,231.373,69.935,37.585,82.446
15057,259.863,85.874,25.785,83.597
15058,261.752,71.831,29.400,83.498
15059,240.162,87.077,37.044,88.314
15060,207.595,53.860,27.868,81.016
15061,216.987,72.702,34.024,78.665
15062,226.024,81.566,39.615,77.642
15063,234.355,63.608,31.498,83.719
15064,243.238,71.825,39.746,83.434
15065,238.787,61.651,27.722,88.599
15066,241.992,68.850,30.688,78.283
15067,227.293,68.496,39.420,91.636
15068,247.874,74.521,32.527,85.346
15069,245.155,70.842,22.820,88.065
15070,242.874,71.145,29.639,88.480
15071,244.156,73.227,25.771,94.541
15072,239.320,71.608,43.034,73.091
15073,241.579,70.244,28.195,75.746
15074,236.205,77.467,32.507,77.903
15075,244.084,76.240,25.600,81.647
15076,245.331,63.002,36.634,82.292
15077,248.562,73.467,23.380,84.733
15078,234.711,82.760,25.683,83.392
15079,233.979,75.504,29.278,82.418
15080,239.290,63.470,24.580,85.321
15081,237.880,76.964,28.844,85.188
15082,233.165,72.564,26.776,69.728
15083,236.820,61.520,20.263,78.253
15084,243.822,73.118,20.746,75.093
15085,228.602,55.480,24.976,90.127
15086,231.375,61.405,25.541,81.170
15087,241.801,61.675,28.883,84.174
15088,235.945,74.814,31.878,85.855
15089,235.883,70.438,27.907,72.452
15090,232.761,57.755,29.098,82.912
15091,231.616,64.932,33.800,80.703
15092,244.740,62.789,30.215,80.953
15093,243.480,64.991,20.059,75.342
15094,254.191,68.881,26.537,73.961
15095,246.444,69.003,24.249,78.710
15096,207.657,60.673,27.224,82.149
15097,209.651,70.409,26.405,71.966
15098,229.674,64.312,29.283,74.556
15099,239.968,68.307,30.366,75.762
15100,233.589,67.220,27.678,72.961
15101,235.461,68.801,24.127,69.527
15102,242.226,70.504,36.688,68.930
15103,238.671,76.193,22.756,76.471
15104,232.783,79.612,22.688,83.871
15105,242.137,65.373,23.034,78.767
15106,246.078,67.417,22.463,72.330
15107,236.872,81.923,28.600,75.513
15108,263.182,77.402,30.654,68.615
15109,242.634,93.394,21.741,80.161
15110,239.094,70.755,25.376,78.430
15111,253.117,80.538,27.659,71.464
15112,235.618,78.702,35.151,78.694
15113,231.636,79.620,20.483,86.586
15114,247.741,87.390,25.800,76.961
15115,235.893,75.947,33.190,71.606
15116,219.040,75.019,25.073,74.599
15117,232.438,69.392,29.502,78.790
15118,235.861,84.169,31.810,67.749
15119,228.250,75.693,27.507,71.608
15120,224.534,79.056,29.502,67.541
15121,231.747,70.884,26.859,71.565
15122,234.002,70.298,22.517,66.968
15123,240.918,80.973,27.610,67.867
15124,234.582,63.109,17.273,78.957
15125,239.264,77.424,35.229,67.125
15126,231.158,83.380,27.146,72.100
15127,215.808,71.557,26.683,66.747
15128,223.346,62.560,22.254,74.387
15129,227.136,71.736,23.424,64.962
15130,222.060,70.460,22.659,70.407
15131,235.641,68.152,28.380,77.679
15132,228.117,77.715,29.478,77.011
15133,227.033,81.961,29.678,80.959
15134,247.015,78.673,27.576,75.079
15135,234.487,72.129,25.902,72.835
15136,232.189,74.770,23.590,79.903
15137,242.454,74.976,17.761,74.812
15138,246.167,77.020,29.434,71.079
15139,246.110,80.455,22.385,74.839
15140,229.005,74.652,32.146,75.973
15141,229.281,79.037,22.200,76.453
15142,231.871,82.049,24.815,76.932
15143,218.837,75.925,26.873,70.833
15144,228.433,69.741,22.268,63.511
15145,229.574,66.489,28.576,78.720
15146,232.760,73.910,20.615,72.254
15147,237.783,74.015,33.376,69.670
15148,235.920,75.169,21.688,65.602
15149,236.838,73.608,32.049,74.210
15150,223.758,68.422,29.098,70.330
15151,243.060,72.622,19.478,68.539
15152,227.303,75.431,32.463,68.925
15153,220.190,68.589,18.478,70.867
15154,244.037,81.603,30.834,70.222
15155,238.868,83.857,30.678,66.425
15156,233.124,80.324,22.278,61.534
15157,232.552,74.472,30.620,69.962
15158,229.932,71.160,24.156,71.980
15159,222.977,82.596,25.741,74.041
15160,225.615,80.969,34.585,66.163
15161,225.817,81.654,33.312,77.869
15162,237.348,71.194,29.039,60.810
15163,218.831,80.586,35.834,59.871
15164,226.542,67.092,31.971,68.149
15165,228.102,89.569,21.678,65.491
15166,233.574,70.905,29.385,70.462
15167,226.674,69.118,27.561,72.880
15168,245.417,76.298,23.444,76.297
15169,237.428,76.617,29.756,72.011
15170,226.450,65.567,27.366,79.771
15171,237.644,88.928,42.678,78.039
15172,224.195,76.658,26.727,66.579
15173,229.683,72.024,30.580,77.197
15174,240.349,76.169,36.849,74.892
15175,227.317,82.509,23.434,82.414
15176,216.152,75.579,33.576,76.161
15177,229.842,79.083,27.498,74.525
15178,248.594,81.259,30.366,69.869
15179,234.657,90.589,27.839,75.061
15180,239.324,92.836,36.312,78.987
15181,249.618,89.509,30.234,80.283
15182,235.392,78.106,40.405,79.602
15183,230.806,88.663,35.317,81.237
15184,244.961,97.785,32.907,95.699
15185,232.594,85.365,27.634,77.364
15186,235.757,90.905,24.566,93.781
15187,238.922,91.106,45.224,87.563
15188,225.109,94.770,21.566,79.444
15189,238.493,92.053,33.898,76.418
15190,238.440,81.595,38.824,91.328
15191,238.625,92.838,33.820,88.511
15192,234.707,78.874,32.132,91.794
15193,247.003,80.756,37.878,83.701
15194,230.090,83.705,34.902,86.251
15195,242.931,83.160,39.576,81.025
15196,239.867,72.296,29.259,75.839
15197,244.393,84.712,41.059,84.513
15198,237.563,89.256,42.117,98.539
15199,242.172,99.235,34.010,80.022
15200,253.751,72.041,39.459,85.640
15201,231.379,90.917,43.761,93.242
15202,238.771,92.242,31.693,93.733
15203,238.169,86.934,53.083,94.229
15204,237.482,90.068,34.595,95.186
15205,264.036,98.491,38.185,105.844
15206,236.034,96.596,35.790,100.405
15207,230.839,86.010,41.844,96.862
15208,232.737,93.584,32.907,93.688
15209,240.268,92.203,41.454,100.396
15210,235.688,92.761,31.990,97.097
15211,237.337,97.511,45.078,101.930
15212,237.833,93.250,29.985,100.269
15213,243.254,95.468,33.171,99.726
15214,235.418,91.245,27.971,93.032
15215,244.820,101.845,35.424,96.038
15216,240.323,94.206,31.522,97.869
15217,236.329,106.279,46.185,101.437
15218,234.233,87.712,32.029,106.984
15219,244.411,93.455,30.444,101.869
15220,240.738,83.627,33.507,101.251
15221,236.150,83.889,27.024,97.987
15222,244.092,91.860,21.337,83.154
15223,228.247,84.497,37.195,94.233
15224,249.131,94.189,31.893,96.763
15225,237.208,95.286,40.385,90.835
15226,223.331,94.162,29.351,96.192
15227,217.814,76.039,25.078,87.328
15228,249.894,87.061,31.073,90.235
15229,242.451,79.906,31.751,94.418
15230,232.289,82.656,34.137,87.824
15231,239.269,71.893,34.229,95.740
15232,225.904,70.816,24.234,95.971
15233,232.268,86.308,24.932,90.894
15234,241.671,86.279,29.346,83.909
15235,249.851,88.760,32.102,90.039
15236,244.995,78.951,33.293,89.181
15237,243.018,78.729,28.063,86.901
15238,235.069,89.487,26.024,79.914
15239,232.690,73.652,26.527,93.973
15240,247.786,84.724,33.478,95.068
15241,241.881,69.186,23.078,99.099
15242,232.669,73.564,31.707,82.065
15243,240.022,84.755,33.346,80.984
15244,245.632,76.026,33.068,79.892
15245,251.283,76.017,31.941,74.131
15246,242.108,79.790,36.024,84.321
15247,224.685,79.027,39.410,86.962
15248,242.041,75.036,32.990,75.882
15249,244.957,77.107,34.629,85.177
15250,247.203,71.891,32.337,85.844
15251,242.940,80.634,22.771,78.557
15252,249.670,63.845,27.595,73.133
15253,238.398,70.046,30.415,81.570
15254,241.989,83.853,24.337,83.045
15255,238.497,65.228,28.668,77.195
15256,239.927,69.533,25.151,80.423
15257,235.774,73.341,20.341,78.561
15258,245.416,87.104,19.200,73.676
15259,245.896,60.816,18.980,75.778
15260,248.295,71.792,22.176,78.127
15261,243.145,69.158,22.044,86.894
15262,231.278,61.934,30.780,76.102
15263,241.330,65.053,20.717,74.172
15264,238.088,68.462,29.459,84.679
15265,237.612,71.741,29.844,81.441
15266,235.332,76.538,29.517,69.330
15267,233.439,70.470,21.576,83.733
15268,247.482,69.690,28.102,73.550
15269,242.158,73.688,37.146,72.814
15270,239.250,77.554,33.702,75.672
15271,254.967,74.687,25.756,85.134
15272,246.144,70.862,32.790,76.927
15273,248.540,75.579,28.254,80.362
15274,244.666,74.158,30.195,75.206
15275,238.055,78.235,29.834,79.183
15276,233.937,69.434,25.180,73.321
15277,223.181,75.363,30.917,80.045
15278,247.127,71.451,26.878,77.946
15279,248.382,74.026,31.907,70.093
15280,242.096,69.816,24.873,82.885
15281,244.675,61.308,37.922,81.435
15282,253.899,71.319,37.737,76.059
15283,236.283,63.509,28.937,74.527
15284,240.850,68.692,33.912,81.771
15285,253.740,64.046,24.761,74.554
15286,238.868,67.189,38.673,91.314
15287,240.510,68.860,25.785,89.794
15288,229.684,70.693,23.878,85.767
15289,251.362,67.460,31.532,86.048
15290,248.708,84.012,26.917,84.758
15291,248.875,72.087,27.527,87.559
15292,245.166,84.468,24.878,78.183
15293,247.786,84.189,28.527,98.106
15294,239.724,82.865,29.663,79.780
15295,230.489,66.436,23.971,85.493
15296,238.453,75.370,27.039,79.953
15297,241.023,75.307,19.810,92.242
15298,237.950,78.549,29.029,91.335
15299,238.919,71.181,27.902,94.111
15300,239.012,77.644,21.507,96.380
15301,240.131,74.261,22.605,97.751
15302,247.540,91.474,23.888,90.163
15303,245.724,78.083,44.673,80.002
15304,253.079,88.715,32.624,95.280
15305,240.620,86.458,26.727,104.772
15306,229.987,89.741,32.176,95.760
15307,257.644,82.421,33.083,104.943
15308,246.491,100.322,33.420,100.281
15309,251.195,112.433,29.883,102.025
15310,256.095,98.467,35.146,103.294
15311,246.429,95.290,35.390,102.280
15312,244.608,100.547,28.346,113.729
15313,235.234,102.976,36.737,107.746
15314,237.298,96.286,48.507,115.717
15315,245.865,90.760,35.561,107.882
15316,241.998,91.956,43.507,107.561
15317,237.420,108.140,32.888,101.231
15318,248.036,91.918,35.180,102.161
15319,253.070,83.535,27.937,104.131
15320,245.298,96.448,29.054,107.414
15321,263.491,94.995,32.893,93.475
15322,252.043,90.579,34.541,105.590
15323,245.369,84.899,47.663,99.891
15324,251.412,93.956,38.205,109.930
15325,232.453,100.233,37.322,90.584
15326,247.619,83.959,33.107,95.211
15327,243.239,82.600,25.107,88.373
15328,248.833,89.865,41.620,100.201
15329,244.142,98.486,33.820,90.034
15330,244.791,90.129,22.190,97.484
15331,251.810,82.571,24.585,102.145
15332,239.779,80.603,29.541,100.871
15333,238.284,87.273,30.961,100.821
15334,247.766,79.879,24.917,91.088
15335,245.771,79.983,20.854,96.294
15336,251.623,97.169,28.429,100.742
15337,238.675,76.145,25.039,83.349
15338,246.324,82.719,25.941,87.127
15339,247.250,87.860,29.541,90.441
15340,229.368,66.756,29.346,96.577
15341,244.854,80.741,27.702,85.937
15342,238.810,87.988,29.615,95.392
15343,237.046,83.840,27.859,91.647
15344,236.587,75.504,28.956,95.215
15345,245.236,87.342,26.620,84.048
15346,250.957,91.349,29.859,94.728
15347,265.106,71.172,33.556,86.452
15348,245.477,85.859,24.615,94.272
15349,226.320,89.947,16.659,82.828
15350,236.532,77.733,21.668,86.296
15351,239.061,95.925,28.961,80.070
15352,233.745,87.448,24.263,90.220
15353,236.383,79.121,31.844,76.177
15354,247.537,85.390,25.844,87.391
15355,236.606,85.678,22.234,87.231
15356,236.609,95.770,22.946,82.697
15357,237.562,79.455,19.966,92.108
15358,240.396,73.692,23.239,84.724
15359,253.168,89.319,22.459,69.384
15360,252.675,93.174,27.254,86.857
15361,245.335,80.647,30.659,85.590
15362,243.741,89.072,20.722,76.785
15363,238.014,70.066,34.234,82.767
15364,240.360,82.613,27.654,77.470
15365,231.682,63.622,25.171,75.364
15366,240.393,80.354,36.395,83.742
15367,237.552,79.353,23.805,82.943
15368,237.743,81.584,30.244,87.122
15369,239.106,74.426,24.498,83.796
15370,252.156,79.760,34.249,79.878
15371,238.578,72.373,27.459,73.900
15372,246.901,75.966,27.395,83.525
15373,244.473,77.729,37.961,79.419
15374,234.189,70.465,30.673,81.679
15375,248.546,73.501,38.980,79.419
15376,242.504,69.060,34.961,71.478
15377,239.133,79.877,35.795,91.077
15378,239.702,79.606,39.585,95.493
15379,244.119,82.596,42.717,83.090
15380,246.137,66.497,33.927,85.771
15381,224.529,86.937,41.376,82.294
