 ,Mean1,Mean2,Mean3,Mean4
2704,0.341,0.487,0.015,0.194
2705,0.147,0.303,0.000,0.292
2706,0.432,0.000,0.000,0.000
2707,0.250,0.772,0.005,0.581
2708,0.189,0.634,2.098,0.817
2709,0.354,1.305,0.000,0.188
2710,0.205,0.813,0.585,0.065
2711,0.672,0.000,0.298,0.296
2712,0.405,0.232,0.561,0.086
2713,0.287,0.765,0.654,0.109
2714,0.245,0.000,0.000,0.514
2715,0.531,0.036,0.571,0.265
2716,0.349,0.411,0.644,0.000
2717,0.317,0.000,0.249,0.552
2718,0.688,0.284,0.507,0.627
2719,0.610,0.000,1.756,0.364
2720,0.098,0.319,0.000,0.378
2721,0.351,0.077,1.010,0.505
2722,0.562,0.123,0.088,0.446
2723,0.251,0.303,0.395,0.590
2724,0.534,0.000,0.000,0.731
2725,0.568,0.572,0.420,0.081
2726,0.213,0.075,0.649,0.247
2727,0.225,0.274,0.780,0.396
2728,0.603,0.000,0.000,0.758
2729,0.152,0.172,0.024,0.204
2730,0.410,0.128,0.907,0.041
2731,0.368,0.000,0.000,0.163
2732,0.784,0.000,0.429,0.154
2733,0.291,0.039,0.000,0.432
2734,0.351,0.230,0.000,0.147
2735,0.422,0.382,0.000,1.719
2736,0.383,0.342,0.712,0.287
2737,0.386,0.230,0.293,0.000
2738,0.400,0.000,0.000,0.156
2739,0.331,0.140,0.000,0.000
2740,0.500,0.356,0.000,0.878
2741,0.462,0.000,0.722,0.961
2742,0.493,1.441,0.000,0.068
2743,0.480,0.017,0.000,0.145
2744,0.378,0.111,0.000,0.041
2745,0.727,0.307,0.605,0.688
2746,0.358,0.189,0.000,0.242
2747,0.326,0.266,0.000,0.672
2748,0.147,0.182,0.361,0.398
2749,2.189,0.000,0.000,0.690
2750,0.250,0.056,0.849,0.681
2751,0.154,0.010,0.000,0.686
2752,0.341,0.663,0.459,0.045
2753,0.287,0.716,0.000,0.231
2754,0.372,0.000,0.000,0.418
2755,0.515,0.283,0.000,0.030
2756,0.199,0.402,0.146,0.312
2757,0.259,0.181,0.024,0.183
2758,0.387,0.281,0.927,0.231
2759,0.366,0.220,0.000,0.473
2760,0.320,0.496,0.532,0.473
2761,0.315,0.359,0.000,0.670
2762,0.266,0.089,0.673,0.054
2763,0.299,0.249,0.254,0.000
2764,0.459,0.596,0.000,0.242
2765,0.192,0.532,0.449,0.659
2766,0.507,0.000,0.649,0.000
2767,0.166,0.123,0.590,0.104
2768,0.168,0.641,0.810,0.984
2769,0.340,0.351,0.127,0.595
2770,0.440,0.281,1.615,0.991
2771,0.299,0.600,0.000,0.315
2772,0.606,0.267,0.000,0.335
2773,0.133,0.780,1.937,0.269
2774,0.392,0.194,0.132,0.339
2775,0.426,0.000,1.044,0.733
2776,0.421,0.029,0.805,0.000
2777,0.726,0.153,0.000,0.652
2778,0.309,0.220,0.205,0.441
2779,0.330,0.455,1.117,0.211
2780,0.488,0.135,0.122,0.034
2781,0.329,0.983,0.088,0.495
2782,0.274,0.569,0.000,0.285
2783,0.310,0.114,0.166,0.000
2784,0.517,0.066,0.307,1.303
2785,0.286,0.049,0.000,0.000
2786,0.375,0.000,0.000,0.720
2787,0.248,0.409,0.478,0.541
2788,0.314,0.000,0.000,0.142
2789,0.619,0.528,0.000,0.349
2790,0.543,0.365,0.000,0.217
2791,0.389,0.160,0.000,0.000
2792,0.493,1.961,0.371,1.903
2793,0.139,0.177,0.000,0.758
2794,0.373,0.288,1.707,0.694
2795,0.333,0.000,0.878,0.724
2796,0.339,0.215,0.000,0.482
2797,0.219,1.017,0.005,0.095
2798,0.252,0.671,0.234,0.111
2799,0.226,0.000,0.000,0.357
2800,0.212,0.068,0.205,0.310
2801,0.604,0.032,0.000,0.222
2802,0.234,0.407,0.000,0.256
2803,0.302,0.954,1.151,0.407
2804,0.368,0.312,0.902,0.378
2805,0.206,0.440,0.000,0.149
2806,0.481,0.000,0.210,0.000
2807,0.155,0.359,0.000,0.285
2808,0.392,0.119,1.088,0.158
2809,0.256,0.031,0.259,0.000
2810,0.252,0.601,0.039,0.487
2811,0.500,0.000,0.249,0.842
2812,0.148,0.903,0.000,0.563
2813,0.348,0.037,0.932,0.606
2814,0.424,0.044,0.468,0.591
2815,0.327,0.538,1.117,0.357
2816,0.711,0.106,0.000,0.509
2817,0.358,0.380,0.000,0.152
2818,0.392,1.053,0.498,0.738
2819,0.405,0.000,0.000,0.405
2820,0.337,0.884,0.000,0.898
2821,0.149,0.354,1.224,0.265
2822,0.428,0.550,0.980,0.733
2823,0.200,0.610,0.346,0.091
2824,0.433,1.215,0.005,0.446
2825,0.320,0.286,0.000,0.000
2826,0.347,0.148,2.039,0.507
2827,0.693,0.307,0.000,0.321
2828,0.675,0.530,0.000,0.907
2829,0.333,0.896,0.000,0.254
2830,0.123,0.494,1.898,0.425
2831,0.257,0.043,0.366,0.170
2832,113.383,71.199,58.829,56.032
2833,116.739,57.963,58.659,46.719
2834,114.308,60.928,58.293,53.841
2835,111.815,75.187,39.517,45.434
2836,123.924,63.254,40.483,41.163
2837,112.405,71.516,44.102,44.867
2838,110.915,69.871,47.585,42.892
2839,114.442,62.027,36.751,43.855
2840,114.650,78.290,38.263,37.932
2841,120.478,61.853,49.288,34.086
2842,107.895,64.886,41.234,43.254
2843,106.113,59.191,37.732,42.720
2844,97.360,67.567,42.205,47.154
2845,105.268,61.596,37.707,44.993
2846,100.822,64.204,34.215,37.188
2847,99.994,64.997,39.629,43.271
2848,100.993,65.330,40.317,35.260
2849,84.501,64.247,34.815,42.115
2850,97.004,57.322,42.278,49.254
2851,97.297,67.227,41.180,39.930
2852,96.315,61.767,41.995,39.685
2853,92.977,56.848,38.751,40.082
2854,101.322,58.637,25.790,37.670
2855,103.457,63.049,40.522,34.391
2856,98.556,58.378,32.449,41.706
2857,108.285,55.252,36.068,46.355
2858,110.941,50.535,25.673,40.321
2859,100.779,55.376,35.054,47.371
2860,108.964,51.557,33.898,49.256
2861,117.467,49.295,43.351,38.104
2862,99.561,48.809,37.512,49.713
2863,106.532,47.010,37.351,48.289
2864,105.499,46.683,27.283,42.086
2865,103.737,47.308,28.863,41.462
2866,102.977,58.530,30.761,46.573
2867,107.783,56.733,25.293,55.407
2868,102.159,58.228,36.288,45.450
2869,95.162,51.399,37.215,51.321
2870,94.542,50.416,37.659,50.376
2871,100.864,47.905,33.722,40.355
2872,101.424,54.249,37.293,45.923
2873,96.296,47.661,32.493,42.172
2874,102.794,57.363,34.507,39.579
2875,94.625,49.964,41.600,42.269
2876,93.474,49.048,34.054,43.086
2877,92.489,50.206,30.571,34.918
2878,94.581,42.448,40.624,43.324
2879,96.173,54.416,28.068,37.263
2880,86.884,42.738,35.498,32.984
2881,89.649,53.624,33.590,32.950
2882,84.488,53.651,27.688,40.208
2883,90.368,48.089,28.317,35.833
2884,80.041,46.388,29.005,38.522
2885,82.309,46.530,27.078,39.780
2886,82.416,57.009,29.898,34.808
2887,83.222,59.917,27.327,36.645
2888,84.704,49.228,31.361,32.710
2889,80.333,60.731,35.854,35.348
2890,77.930,60.734,34.390,30.697
2891,80.949,57.513,33.102,32.851
2892,75.013,59.857,25.668,32.292
2893,72.845,56.961,30.493,37.050
2894,75.775,60.012,24.673,31.332
2895,73.050,55.283,22.946,37.869
2896,75.821,65.540,32.376,36.428
2897,75.058,53.988,30.273,32.937
2898,66.873,52.589,23.161,34.685
2899,69.452,53.925,26.015,42.455
2900,69.727,66.339,33.541,36.020
2901,72.214,63.216,20.088,34.894
2902,73.803,48.141,31.556,38.391
2903,77.631,55.624,27.600,36.930
2904,77.390,51.000,23.078,35.720
2905,77.666,51.119,32.063,36.724
2906,73.757,52.509,28.273,31.995
2907,78.998,45.528,24.278,31.539
2908,83.327,45.196,29.463,39.391
2909,91.621,59.751,38.678,41.778
2910,87.622,59.649,31.044,47.136
2911,104.266,58.695,36.156,36.233
2912,107.325,58.063,41.405,44.889
2913,112.061,59.273,46.693,55.554
2914,108.710,53.985,47.649,44.091
2915,98.691,61.702,38.049,52.950
2916,108.422,61.271,35.395,47.405
2917,114.399,58.145,41.249,52.618
2918,114.139,53.358,40.156,45.625
2919,123.113,63.915,37.932,56.294
2920,123.788,68.980,41.512,48.674
2921,109.050,62.116,33.454,41.005
2922,90.376,59.256,36.785,50.260
2923,105.010,70.656,36.307,49.530
2924,108.987,64.710,41.273,40.215
2925,116.242,59.949,39.629,50.170
2926,117.053,53.434,45.112,52.462
2927,108.391,64.823,39.312,41.729
2928,102.385,56.187,40.132,42.575
2929,96.280,61.625,42.956,45.369
2930,102.787,59.635,37.620,43.410
2931,104.191,53.266,33.517,46.674
2932,104.844,58.755,33.483,45.801
2933,97.954,59.503,34.454,42.461
2934,95.606,58.678,27.854,43.656
2935,94.037,54.267,36.883,45.412
2936,94.094,59.707,27.771,44.746
2937,88.774,58.765,43.971,48.513
2938,89.235,46.397,33.946,35.366
2939,85.610,55.825,26.971,43.876
2940,89.953,60.147,32.654,42.955
2941,87.522,43.508,21.161,40.631
2942,81.435,46.833,34.063,41.195
2943,91.441,54.666,42.620,36.487
2944,75.674,59.295,33.824,44.138
2945,78.709,45.468,24.410,38.573
2946,82.051,49.210,35.341,39.484
2947,80.110,51.910,31.439,42.491
2948,78.182,53.864,28.644,38.197
2949,66.755,50.639,34.229,33.056
2950,79.749,51.416,30.239,38.421
2951,74.210,40.651,32.541,36.323
2952,71.858,51.915,26.141,43.923
2953,73.030,41.928,22.722,41.312
2954,68.488,44.896,30.580,38.229
2955,71.329,43.688,31.551,40.093
2956,71.284,48.167,31.176,41.172
2957,69.039,49.911,23.824,38.077
2958,66.959,63.201,34.254,38.826
2959,76.366,44.888,34.234,35.566
2960,80.980,54.698,34.639,43.817
2961,85.973,60.405,38.644,37.812
2962,88.176,60.370,35.273,32.450
2963,96.711,49.922,22.088,39.292
2964,88.500,68.417,35.337,44.692
2965,102.465,59.056,31.893,46.170
2966,105.512,62.223,33.254,41.833
2967,121.209,67.457,50.361,48.814
2968,119.114,70.218,42.400,42.323
2969,129.719,66.165,51.034,41.113
2970,128.075,71.825,53.283,47.781
2971,137.654,60.198,40.893,49.102
2972,137.371,65.721,55.029,47.694
2973,130.152,53.129,43.161,50.765
2974,128.073,58.143,38.873,55.355
2975,133.512,67.562,52.405,49.866
2976,136.664,66.639,57.424,49.835
2977,131.788,67.538,51.429,43.699
2978,133.934,59.095,56.746,46.996
2979,128.431,63.334,57.917,49.355
2980,127.632,60.589,46.966,52.116
2981,123.213,50.392,29.883,48.432
2982,120.537,59.080,64.834,45.125
2983,121.450,58.201,45.639,42.683
2984,114.124,58.930,47.917,47.134
2985,119.127,55.247,60.746,56.129
2986,114.679,55.298,44.932,44.142
2987,113.495,58.816,54.366,54.486
2988,111.931,51.227,44.585,47.050
2989,106.885,59.606,44.659,44.204
2990,111.609,57.457,44.488,44.271
2991,111.307,55.869,49.649,47.934
2992,107.226,63.951,41.839,43.303
2993,114.037,64.617,42.307,34.778
2994,120.780,59.048,51.751,37.606
2995,122.135,58.773,47.741,53.620
2996,115.842,57.610,44.980,38.953
2997,114.933,58.065,42.039,48.591
2998,116.882,60.486,39.263,38.215
2999,116.233,63.700,38.571,32.923
3000,128.614,64.630,34.049,36.765
3001,113.567,63.463,32.980,45.541
3002,114.390,57.005,30.976,40.851
3003,111.354,55.508,40.917,40.416
3004,114.662,60.339,41.644,39.407
3005,107.889,59.511,38.088,46.710
3006,107.100,59.155,40.522,37.428
3007,109.214,55.170,44.829,42.057
3008,104.605,60.046,27.502,41.242
3009,108.258,59.184,34.917,36.995
3010,108.519,66.160,39.220,36.611
3011,105.184,48.417,29.566,42.161
3012,99.123,64.230,33.941,44.081
3013,107.540,65.370,30.176,34.199
3014,99.736,64.276,25.815,34.256
3015,97.853,59.201,32.200,29.450
3016,98.325,52.267,31.351,34.217
3017,93.400,48.564,34.663,30.629
3018,92.190,50.945,26.156,33.244
3019,92.768,55.375,25.902,32.276
3020,88.621,53.237,33.229,37.213
3021,92.081,55.649,25.107,36.661
3022,80.661,54.632,35.146,37.240
3023,84.993,51.784,18.415,37.360
3024,83.579,54.765,34.424,35.507
3025,79.178,49.351,32.068,33.668
3026,85.302,48.484,35.937,36.050
3027,81.686,52.453,29.010,35.568
3028,82.653,55.129,24.937,30.192
3029,80.516,58.818,28.380,41.516
3030,82.560,51.855,24.717,33.477
3031,75.917,59.768,36.180,33.722
3032,76.661,46.450,29.102,32.659
3033,68.011,47.365,34.556,39.418
3034,60.193,50.838,25.854,36.649
3035,80.714,60.896,37.678,44.867
3036,86.147,59.218,34.361,35.892
3037,89.617,62.697,50.459,43.149
3038,87.491,64.014,32.488,36.289
3039,93.159,71.334,40.776,37.082
3040,98.075,61.291,29.668,38.593
3041,105.905,72.559,43.137,47.482
3042,100.945,62.761,37.683,41.577
3043,113.137,69.743,41.327,41.615
3044,109.287,52.821,50.741,36.091
3045,109.181,68.065,53.093,33.996
3046,105.156,70.589,42.380,35.566
3047,108.130,59.433,36.688,39.278
3048,104.447,58.842,49.015,39.977
3049,107.602,63.397,36.312,37.616
3050,121.211,65.993,46.020,37.314
3051,121.167,67.772,37.941,41.620
3052,112.626,65.223,40.380,42.986
3053,109.083,68.295,33.727,39.887
3054,117.991,64.869,36.429,44.670
3055,113.812,61.334,36.839,46.608
3056,106.656,68.128,34.424,47.810
3057,112.291,73.620,40.839,40.082
3058,103.206,55.061,35.659,45.014
3059,106.838,66.963,41.600,45.496
3060,111.595,61.319,28.195,39.722
3061,102.254,60.487,39.805,37.581
3062,101.609,62.082,44.634,39.319
3063,102.013,60.671,46.312,39.923
3064,100.312,66.724,26.273,39.378
3065,102.431,63.995,41.317,41.129
3066,89.202,63.934,28.502,46.518
3067,98.969,62.239,28.712,40.652
3068,100.321,54.698,43.649,36.812
3069,93.201,61.876,32.483,42.498
3070,90.173,53.477,28.522,35.600
3071,90.415,53.538,26.405,39.600
3072,100.601,57.090,28.498,38.507
3073,95.013,56.351,27.732,37.237
3074,91.859,41.605,33.663,32.100
3075,92.194,55.441,31.615,38.289
3076,86.397,48.438,28.683,38.676
3077,91.967,59.283,22.717,39.672
3078,96.617,48.094,31.644,36.079
3079,95.494,53.070,38.405,32.177
3080,102.088,40.770,37.741,36.595
3081,99.962,54.172,33.010,36.505
3082,92.745,46.361,32.034,33.095
3083,108.404,47.254,28.693,36.176
3084,98.492,49.129,33.698,41.349
3085,92.523,50.600,36.941,37.681
3086,90.091,47.705,29.127,32.410
3087,81.199,44.165,33.556,33.973
3088,90.698,45.215,25.415,36.633
3089,92.358,43.526,23.317,40.136
3090,88.865,42.850,22.815,35.695
3091,86.250,49.162,28.624,36.738
3092,80.772,42.550,28.780,34.572
3093,84.185,45.782,27.498,28.921
3094,76.112,41.993,27.810,29.677
3095,76.370,42.135,23.327,31.124
3096,82.161,48.170,33.356,34.720
3097,73.123,43.956,35.883,35.484
3098,73.113,41.596,26.137,28.376
3099,72.236,46.153,17.420,26.093
3100,79.124,42.649,24.380,33.491
3101,81.111,47.877,26.185,33.513
3102,86.930,42.772,22.922,35.428
3103,86.376,49.508,24.907,40.079
3104,86.396,38.974,32.668,44.285
3105,89.584,44.392,32.102,34.308
3106,82.752,38.227,28.029,37.735
3107,78.951,47.000,35.537,35.699
3108,85.039,48.330,27.517,32.324
3109,80.164,43.319,27.000,41.400
3110,78.271,47.060,23.907,35.339
3111,85.532,44.794,34.093,38.134
3112,87.031,46.191,28.741,38.803
3113,88.534,46.332,32.127,44.418
3114,88.763,36.129,29.439,35.452
3115,91.724,45.915,36.473,38.299
3116,87.641,46.460,30.556,41.228
3117,91.893,44.201,37.527,33.513
3118,81.617,44.421,27.883,35.495
3119,84.619,56.336,33.737,33.464
3120,86.794,45.276,23.980,31.335
3121,83.805,46.971,34.434,30.231
3122,85.849,42.646,27.688,32.591
3123,88.728,37.934,31.634,36.955
3124,97.765,43.041,37.522,29.308
3125,83.346,42.945,31.454,27.477
3126,73.243,39.061,32.390,32.367
3127,75.474,37.780,26.156,28.735
3128,77.988,39.765,27.761,32.118
3129,77.329,45.763,29.966,41.550
3130,74.681,37.239,32.639,31.357
3131,76.145,37.830,25.571,34.744
3132,78.701,43.775,28.498,39.186
3133,78.119,36.629,23.946,29.036
3134,77.591,42.346,34.746,30.104
3135,83.514,43.588,30.751,32.676
3136,92.351,47.661,28.712,31.520
3137,93.770,52.545,29.137,30.323
3138,85.945,48.790,33.644,30.297
3139,80.586,47.920,34.093,29.351
3140,62.503,37.578,34.337,37.489
3141,94.028,50.687,28.224,36.353
3142,94.858,42.262,18.673,36.034
3143,96.982,48.416,32.010,39.011
3144,93.335,55.087,38.137,34.694
3145,96.115,52.378,34.898,36.731
3146,91.868,48.644,28.863,35.801
3147,105.595,54.257,32.107,39.326
3148,102.690,47.261,42.576,42.677
3149,97.589,53.058,32.180,36.020
3150,102.600,51.295,34.805,42.034
3151,98.028,51.290,34.610,36.509
3152,91.683,54.949,34.800,36.642
3153,95.793,46.376,44.341,40.002
3154,98.876,55.687,32.429,32.256
3155,92.453,44.508,44.683,41.774
3156,93.921,51.348,42.346,40.100
3157,96.989,57.194,43.912,41.656
3158,97.030,50.201,26.551,45.378
3159,95.266,42.196,33.376,46.185
3160,84.535,51.497,38.893,38.948
3161,90.246,53.029,29.937,41.534
3162,83.074,48.114,38.190,46.219
3163,89.307,37.293,33.283,40.613
3164,88.644,47.080,32.141,40.889
3165,83.058,40.784,33.639,41.803
3166,87.090,40.325,37.229,28.086
3167,83.460,49.252,36.663,51.100
3168,80.834,36.579,41.005,37.720
3169,78.010,37.683,29.878,42.285
3170,82.532,43.920,37.190,32.342
3171,73.134,41.971,42.239,42.222
3172,78.201,37.261,25.151,34.514
3173,78.511,45.051,27.371,44.884
3174,76.157,45.625,28.678,43.278
3175,79.376,41.000,36.980,34.694
3176,83.420,40.566,44.063,37.943
3177,69.264,40.366,23.517,40.043
3178,69.305,38.838,36.415,45.093
3179,70.270,36.702,28.702,38.423
3180,68.819,43.697,33.195,34.896
3181,68.884,44.671,31.039,39.584
3182,74.035,44.581,30.766,37.867
3183,70.411,56.085,25.976,34.384
3184,64.071,45.182,27.020,34.054
3185,64.086,39.518,20.200,36.944
3186,67.322,41.973,21.268,33.710
3187,62.386,42.284,27.532,34.253
3188,63.483,44.356,29.541,31.912
3189,63.473,36.141,22.293,33.548
3190,62.383,43.908,25.839,30.776
3191,71.375,39.518,32.356,34.125
3192,67.337,44.991,29.517,39.477
3193,67.707,39.141,22.098,34.133
3194,67.641,38.157,27.351,39.113
3195,72.587,43.230,25.898,31.215
3196,70.173,37.615,20.849,31.869
3197,66.155,37.097,34.010,32.599
3198,61.314,35.843,18.693,35.108
3199,59.137,36.819,31.868,37.052
3200,69.155,36.649,29.190,35.063
3201,65.490,38.148,26.873,33.142
3202,56.010,33.605,20.459,37.362
3203,62.281,36.688,27.239,33.106
3204,61.440,38.405,23.332,29.020
3205,58.574,30.348,29.000,31.289
3206,61.348,40.387,31.956,34.547
3207,59.167,41.368,24.332,32.941
3208,57.590,40.048,20.434,37.380
3209,59.220,37.748,10.337,32.444
3210,54.043,46.201,22.600,29.842
3211,57.447,41.223,23.361,30.953
3212,0.489,35.204,0.380,0.000
3213,0.291,0.532,0.912,0.787
3214,0.147,0.898,1.112,0.251
3215,0.494,0.375,0.951,0.323
3216,0.468,0.174,0.556,0.269
3217,0.476,0.727,0.000,0.081
3218,0.354,0.276,2.127,0.176
3219,0.324,1.353,0.824,0.093
3220,0.329,0.891,0.341,1.398
3221,0.235,0.342,1.024,1.355
3222,0.575,0.828,0.000,0.391
3223,0.427,0.267,0.000,1.254
3224,0.432,0.872,0.005,0.251
3225,0.485,0.039,0.239,0.545
3226,0.431,0.310,1.034,0.389
3227,0.333,0.554,0.000,0.323
3228,0.266,0.336,0.551,0.167
3229,0.268,0.199,0.180,0.760
3230,0.287,0.174,0.000,0.090
3231,0.167,0.194,0.298,0.251
3232,0.341,0.070,0.673,0.907
3233,0.329,0.215,0.424,0.000
3234,0.306,0.189,0.000,0.362
3235,0.819,1.111,0.073,0.099
3236,0.514,0.642,1.200,0.566
3237,0.318,0.186,1.029,0.287
3238,0.558,0.354,0.000,0.430
3239,0.386,0.341,0.376,0.172
3240,0.362,0.465,0.527,0.349
3241,0.443,0.278,2.834,0.249
3242,0.449,0.019,1.776,0.389
3243,0.503,0.092,0.234,0.201
3244,0.408,0.198,0.337,0.466
3245,0.267,0.172,0.000,0.620
3246,0.288,0.801,0.741,0.710
3247,0.414,0.884,0.000,0.068
3248,0.335,0.358,0.000,0.489
3249,0.283,0.063,0.278,0.491
3250,0.426,0.738,0.473,0.129
3251,0.249,0.644,0.151,0.566
3252,0.455,0.337,1.020,0.125
3253,0.583,0.579,1.259,0.362
3254,0.616,0.227,0.888,0.622
3255,0.412,0.204,0.000,0.828
3256,0.574,1.894,0.400,0.091
3257,0.434,0.700,0.405,0.271
3258,0.437,0.271,0.288,0.000
3259,0.523,0.298,1.039,0.095
3260,0.573,0.312,1.132,0.276
3261,0.556,0.554,0.668,0.504
3262,0.463,0.378,0.088,0.547
3263,0.448,0.172,0.000,0.244
3264,0.649,0.290,0.776,0.133
3265,0.540,1.606,0.668,0.335
3266,0.416,0.426,0.654,1.349
3267,0.312,0.572,0.707,0.996
3268,0.253,0.051,0.478,0.161
3269,0.822,0.578,0.746,0.676
3270,0.557,0.540,1.088,1.197
3271,0.602,0.842,0.000,0.355
3272,0.727,0.119,0.815,0.548
3273,0.586,0.310,0.000,0.362
3274,0.453,0.789,0.146,0.581
3275,0.245,0.790,0.224,0.000
3276,0.155,0.245,0.449,0.088
3277,0.409,1.279,0.961,0.357
3278,0.385,0.085,0.702,0.450
3279,0.242,0.939,0.000,0.228
3280,0.558,0.252,0.000,0.645
3281,0.162,0.198,0.000,0.919
3282,0.265,0.555,0.000,0.111
3283,0.472,0.595,0.185,0.242
3284,0.855,0.145,0.000,0.073
3285,0.214,0.053,0.278,0.088
3286,0.482,0.048,0.000,0.210
3287,0.627,1.051,0.995,0.129
3288,0.145,0.101,0.122,0.237
3289,0.610,1.049,1.424,0.964
3290,0.226,0.690,0.000,0.013
3291,0.554,0.637,0.000,0.319
3292,0.687,0.215,0.556,0.063
3293,0.507,0.782,0.000,0.267
3294,0.071,0.109,0.015,0.047
3295,0.456,0.373,0.000,1.806
3296,0.434,0.518,0.912,1.297
3297,0.760,0.235,0.859,0.332
3298,0.423,0.095,0.000,0.414
3299,0.465,0.087,1.859,0.056
3300,0.564,0.167,0.000,0.296
3301,0.673,0.106,0.102,0.977
3302,0.525,0.107,1.210,0.278
3303,0.543,1.007,0.737,0.210
3304,0.318,0.061,0.054,0.308
3305,0.391,0.223,0.000,0.695
3306,0.263,0.000,0.644,0.000
3307,0.227,0.509,0.000,0.000
3308,0.442,0.126,0.834,0.195
3309,0.195,0.744,0.000,0.432
3310,0.396,0.065,0.000,0.188
3311,0.514,0.729,1.239,0.645
3312,0.323,0.276,0.000,0.215
3313,0.508,0.164,0.000,0.068
3314,0.288,1.194,1.005,0.190
3315,0.300,0.378,0.000,0.392
3316,0.320,0.593,0.224,1.319
3317,0.417,0.073,0.000,0.747
3318,0.488,0.143,1.405,0.855
3319,0.359,0.613,0.000,0.443
3320,0.607,0.698,0.893,0.910
3321,0.292,0.775,0.644,0.552
3322,0.491,0.043,0.634,0.375
3323,1.834,0.910,0.000,0.672
3324,0.424,0.298,0.663,0.262
3325,0.313,0.274,0.000,0.416
3326,0.398,0.170,0.000,0.274
3327,0.338,0.354,1.073,0.631
3328,0.693,0.453,0.166,0.194
3329,0.440,2.290,0.034,0.385
3330,0.509,0.530,0.454,0.000
3331,0.253,0.583,0.024,0.851
3332,0.685,1.048,0.000,0.910
3333,0.677,0.104,1.102,0.427
3334,0.388,1.727,0.000,0.654
3335,0.363,0.405,0.532,0.754
3336,0.594,0.286,0.000,0.654
3337,0.487,0.216,0.483,0.358
3338,0.133,0.101,0.000,0.138
3339,0.643,0.451,0.244,0.403
3340,0.233,0.981,1.151,1.174
3341,0.601,0.211,0.346,0.246
3342,0.428,0.087,0.000,0.516
3343,0.406,0.063,0.673,0.464
3344,0.228,0.131,0.000,0.323
3345,0.480,0.354,0.000,0.314
3346,0.413,0.404,0.878,0.217
3347,0.483,0.700,1.278,1.118
3348,0.393,0.336,0.000,0.577
3349,0.554,0.181,1.390,0.215
3350,0.226,0.131,0.522,0.385
3351,0.294,0.743,0.088,0.568
3352,0.273,0.119,0.502,0.050
3353,0.605,0.271,0.873,0.754
3354,0.230,1.055,0.024,0.475
3355,0.618,0.094,0.107,0.186
3356,0.433,0.540,0.185,1.009
3357,0.346,0.298,0.717,0.004
3358,0.432,0.474,0.463,0.215
3359,0.425,0.230,1.020,0.480
3360,0.418,0.632,1.444,0.158
3361,0.231,0.664,0.824,1.226
3362,0.744,0.264,0.000,0.559
3363,0.287,0.624,0.000,0.136
3364,0.493,0.083,0.161,0.780
3365,0.362,0.308,0.815,0.520
3366,0.239,0.368,2.151,0.238
3367,0.333,0.773,0.000,0.830
3368,0.133,0.434,0.127,0.453
3369,0.634,0.641,0.024,0.025
3370,0.442,0.383,0.761,0.423
3371,0.300,0.281,0.000,0.030
3372,0.302,0.053,2.107,0.728
3373,91.062,49.017,45.907,35.450
3374,92.330,36.809,37.039,28.470
3375,89.185,38.286,31.780,30.810
3376,85.009,37.554,21.893,37.548
3377,88.468,43.014,35.439,33.726
3378,92.074,39.388,33.073,33.177
3379,82.019,43.392,35.761,32.548
3380,75.287,36.675,31.693,27.330
3381,79.279,33.390,35.610,30.149
3382,80.702,32.976,31.620,33.220
3383,76.820,32.888,20.824,35.165
3384,72.122,36.702,23.088,28.833
3385,72.030,31.787,29.224,26.826
3386,78.394,41.945,29.132,27.502
3387,79.047,32.925,29.176,33.713
3388,75.477,31.055,33.151,29.441
3389,78.719,37.073,26.937,26.649
3390,73.575,41.501,29.493,31.923
3391,91.376,39.150,30.917,29.002
3392,87.089,42.862,18.980,38.645
3393,94.512,43.632,33.537,28.577
3394,94.201,37.603,12.966,37.452
3395,95.514,43.158,31.932,33.921
3396,97.160,37.516,27.020,33.118
3397,90.809,32.024,26.961,27.168
3398,106.372,48.908,32.063,35.823
3399,100.158,47.516,40.537,40.125
3400,99.072,50.169,43.073,35.523
3401,109.232,43.516,43.312,35.604
3402,134.802,49.796,38.166,38.131
3403,135.011,46.339,47.307,36.808
3404,112.862,55.521,43.698,42.925
3405,107.653,52.228,27.854,41.020
3406,120.324,47.918,38.185,36.461
3407,124.123,47.569,31.415,34.792
3408,134.137,40.862,39.283,35.285
3409,123.795,53.329,42.693,38.487
3410,119.086,49.221,31.917,37.762
3411,111.457,62.528,35.385,37.332
3412,110.554,51.819,40.854,44.609
3413,117.430,63.525,27.146,43.867
3414,107.519,52.814,24.088,44.348
3415,106.261,51.997,46.161,43.161
3416,109.654,46.463,37.288,42.023
3417,115.646,51.993,25.571,39.889
3418,101.405,49.014,32.444,44.464
3419,106.489,47.600,31.312,43.948
3420,103.887,47.968,31.990,42.084
3421,92.946,58.651,38.868,37.794
3422,98.974,50.930,36.566,45.973
3423,99.942,44.066,24.980,36.633
3424,105.917,44.523,31.039,36.878
3425,111.516,49.794,28.839,36.448
3426,94.332,39.221,31.532,39.452
3427,75.705,50.169,41.576,33.210
3428,82.099,61.037,27.941,36.894
3429,85.305,54.601,29.015,36.901
3430,87.238,51.073,32.654,35.081
3431,87.736,48.758,28.463,38.217
3432,86.950,39.300,28.146,34.550
3433,89.343,41.097,22.741,33.504
3434,86.897,46.888,27.707,35.240
3435,84.481,44.424,28.444,34.102
3436,81.249,46.157,27.449,35.491
3437,83.212,45.256,25.644,36.672
3438,85.813,49.009,26.127,30.674
